 ******* Program UNSATCHEM-1D
 ******* 
 Missouri Field Experiment - 1981                                        
 Date:  21. 3.    Time:  15:17:51
 Units: L = cm   , T = days , M = mmol 

       Time        rTop      rRoot      vTop       vRoot      vBot     sum(rTop) sum(rRoot)  sum(vTop) sum(vRoot)  sum(vBot)    hTop       hRoot      hBot      t-level
      65.00000 -0.328E+00  0.000E+00 -0.328E+00  0.000E+00 -0.319E-01  0.788E+00  0.000E+00  0.724E+00  0.000E+00 -0.128E+00 -0.133E+03 -0.183E+03 -0.100E+03      46
      65.02000 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.787E+00  0.159E-02  0.724E+00  0.159E-02 -0.128E+00 -0.143E+03 -0.174E+03 -0.100E+03      47
      65.04000 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.787E+00  0.319E-02  0.724E+00  0.319E-02 -0.129E+00 -0.149E+03 -0.173E+03 -0.100E+03      48
      65.06600 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.787E+00  0.526E-02  0.724E+00  0.526E-02 -0.130E+00 -0.155E+03 -0.173E+03 -0.100E+03      49
      65.09980 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.787E+00  0.795E-02  0.724E+00  0.795E-02 -0.131E+00 -0.159E+03 -0.172E+03 -0.100E+03      50
      65.14374 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.786E+00  0.115E-01  0.723E+00  0.115E-01 -0.132E+00 -0.164E+03 -0.172E+03 -0.100E+03      51
      65.20086 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.786E+00  0.160E-01  0.723E+00  0.160E-01 -0.134E+00 -0.168E+03 -0.172E+03 -0.100E+03      52
      65.27512 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.785E+00  0.219E-01  0.722E+00  0.219E-01 -0.136E+00 -0.172E+03 -0.172E+03 -0.100E+03      53
      65.36573 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.785E+00  0.291E-01  0.722E+00  0.291E-01 -0.139E+00 -0.176E+03 -0.172E+03 -0.100E+03      54
      65.49258 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.784E+00  0.393E-01  0.721E+00  0.393E-01 -0.143E+00 -0.180E+03 -0.172E+03 -0.100E+03      55
      65.66172 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.782E+00  0.527E-01  0.719E+00  0.527E-01 -0.149E+00 -0.184E+03 -0.173E+03 -0.100E+03      56
      65.83086 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.781E+00  0.662E-01  0.718E+00  0.662E-01 -0.154E+00 -0.186E+03 -0.173E+03 -0.100E+03      57
      66.00000 -0.779E-02  0.797E-01 -0.779E-02  0.797E-01 -0.319E-01  0.780E+00  0.797E-01  0.717E+00  0.797E-01 -0.160E+00 -0.189E+03 -0.174E+03 -0.100E+03      58
      66.25000  0.289E+00  0.831E-01  0.289E+00  0.831E-01 -0.319E-01  0.852E+00  0.100E+00  0.789E+00  0.100E+00 -0.168E+00 -0.332E+03 -0.175E+03 -0.100E+03      59
      66.50000  0.289E+00  0.831E-01  0.289E+00  0.831E-01 -0.319E-01  0.924E+00  0.121E+00  0.861E+00  0.121E+00 -0.176E+00 -0.527E+03 -0.189E+03 -0.100E+03      60
      66.75000  0.289E+00  0.831E-01  0.289E+00  0.831E-01 -0.319E-01  0.996E+00  0.142E+00  0.933E+00  0.142E+00 -0.184E+00 -0.880E+03 -0.203E+03 -0.100E+03      61
      67.00000  0.289E+00  0.831E-01  0.289E+00  0.831E-01 -0.319E-01  0.107E+01  0.163E+00  0.101E+01  0.163E+00 -0.192E+00 -0.158E+04 -0.223E+03 -0.100E+03      62
      67.25000  0.285E+00  0.866E-01  0.285E+00  0.866E-01 -0.319E-01  0.114E+01  0.184E+00  0.108E+01  0.184E+00 -0.200E+00 -0.302E+04 -0.248E+03 -0.100E+03      63
      67.50000  0.285E+00  0.866E-01  0.285E+00  0.865E-01 -0.319E-01  0.121E+01  0.206E+00  0.115E+01  0.206E+00 -0.207E+00 -0.691E+04 -0.278E+03 -0.100E+03      64
      67.66667  0.285E+00  0.866E-01  0.246E+00  0.861E-01 -0.319E-01  0.126E+01  0.220E+00  0.119E+01  0.220E+00 -0.213E+00 -0.100E+05 -0.318E+03 -0.100E+03      65
      67.83333  0.285E+00  0.866E-01  0.166E+00  0.857E-01 -0.319E-01  0.131E+01  0.235E+00  0.122E+01  0.235E+00 -0.218E+00 -0.100E+05 -0.347E+03 -0.100E+03      66
      68.00000  0.285E+00  0.866E-01  0.144E+00  0.856E-01 -0.319E-01  0.135E+01  0.249E+00  0.124E+01  0.249E+00 -0.223E+00 -0.100E+05 -0.366E+03 -0.100E+03      67
      68.16667  0.282E+00  0.902E-01  0.129E+00  0.890E-01 -0.319E-01  0.140E+01  0.264E+00  0.126E+01  0.264E+00 -0.229E+00 -0.100E+05 -0.370E+03 -0.100E+03      68
      68.28571  0.282E+00  0.902E-01  0.120E+00  0.889E-01 -0.319E-01  0.143E+01  0.275E+00  0.128E+01  0.274E+00 -0.233E+00 -0.100E+05 -0.383E+03 -0.100E+03      69
      68.46429  0.282E+00  0.902E-01  0.108E+00  0.888E-01 -0.319E-01  0.148E+01  0.291E+00  0.130E+01  0.290E+00 -0.238E+00 -0.100E+05 -0.392E+03 -0.100E+03      70
      68.64286  0.282E+00  0.902E-01  0.980E-01  0.887E-01 -0.319E-01  0.154E+01  0.307E+00  0.131E+01  0.306E+00 -0.244E+00 -0.100E+05 -0.403E+03 -0.100E+03      71
      69.00000  0.282E+00  0.902E-01  0.875E-01  0.887E-01 -0.319E-01  0.164E+01  0.340E+00  0.134E+01  0.338E+00 -0.255E+00 -0.100E+05 -0.414E+03 -0.100E+03      72
      69.02000 -0.362E+01  0.939E-01 -0.362E+01  0.921E-01 -0.319E-01  0.156E+01  0.341E+00  0.127E+01  0.340E+00 -0.256E+00 -0.447E+03 -0.435E+03 -0.100E+03      73
      69.03400 -0.362E+01  0.939E-01 -0.362E+01  0.928E-01 -0.319E-01  0.151E+01  0.343E+00  0.122E+01  0.341E+00 -0.256E+00 -0.216E+03 -0.402E+03 -0.100E+03      74
      69.04380 -0.362E+01  0.939E-01 -0.362E+01  0.937E-01 -0.319E-01  0.148E+01  0.344E+00  0.119E+01  0.342E+00 -0.257E+00 -0.160E+03 -0.360E+03 -0.100E+03      75
      69.05066 -0.362E+01  0.939E-01 -0.362E+01  0.938E-01 -0.319E-01  0.145E+01  0.344E+00  0.116E+01  0.342E+00 -0.257E+00 -0.136E+03 -0.341E+03 -0.100E+03      76
      69.05752 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.143E+01  0.345E+00  0.114E+01  0.343E+00 -0.257E+00 -0.117E+03 -0.330E+03 -0.100E+03      77
      69.06438 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.140E+01  0.346E+00  0.111E+01  0.344E+00 -0.257E+00 -0.106E+03 -0.320E+03 -0.100E+03      78
      69.07124 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.138E+01  0.346E+00  0.109E+01  0.344E+00 -0.258E+00 -0.955E+02 -0.310E+03 -0.100E+03      79
      69.07810 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.135E+01  0.347E+00  0.106E+01  0.345E+00 -0.258E+00 -0.883E+02 -0.301E+03 -0.100E+03      80
      69.08496 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.133E+01  0.348E+00  0.104E+01  0.346E+00 -0.258E+00 -0.819E+02 -0.293E+03 -0.100E+03      81
      69.09182 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.130E+01  0.348E+00  0.101E+01  0.346E+00 -0.258E+00 -0.764E+02 -0.286E+03 -0.100E+03      82
      69.09868 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.128E+01  0.349E+00  0.987E+00  0.347E+00 -0.259E+00 -0.714E+02 -0.279E+03 -0.100E+03      83
      69.10554 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.125E+01  0.349E+00  0.962E+00  0.348E+00 -0.259E+00 -0.680E+02 -0.273E+03 -0.100E+03      84
      69.11240 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.123E+01  0.350E+00  0.937E+00  0.348E+00 -0.259E+00 -0.644E+02 -0.267E+03 -0.100E+03      85
      69.12132 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.120E+01  0.351E+00  0.905E+00  0.349E+00 -0.259E+00 -0.602E+02 -0.261E+03 -0.100E+03      86
      69.13024 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.116E+01  0.352E+00  0.873E+00  0.350E+00 -0.260E+00 -0.570E+02 -0.254E+03 -0.100E+03      87
      69.13915 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.113E+01  0.353E+00  0.840E+00  0.351E+00 -0.260E+00 -0.541E+02 -0.247E+03 -0.100E+03      88
      69.14807 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.110E+01  0.353E+00  0.808E+00  0.352E+00 -0.260E+00 -0.516E+02 -0.241E+03 -0.100E+03      89
      69.15699 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.107E+01  0.354E+00  0.776E+00  0.352E+00 -0.260E+00 -0.493E+02 -0.235E+03 -0.100E+03      90
      69.16591 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.103E+01  0.355E+00  0.744E+00  0.353E+00 -0.261E+00 -0.470E+02 -0.229E+03 -0.100E+03      91
      69.17483 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.100E+01  0.356E+00  0.711E+00  0.354E+00 -0.261E+00 -0.450E+02 -0.224E+03 -0.100E+03      92
      69.18374 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.970E+00  0.357E+00  0.679E+00  0.355E+00 -0.261E+00 -0.434E+02 -0.219E+03 -0.100E+03      93
      69.19534 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.928E+00  0.358E+00  0.637E+00  0.356E+00 -0.262E+00 -0.417E+02 -0.214E+03 -0.100E+03      94
      69.20693 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.886E+00  0.359E+00  0.595E+00  0.357E+00 -0.262E+00 -0.399E+02 -0.208E+03 -0.100E+03      95
      69.21852 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.844E+00  0.360E+00  0.553E+00  0.358E+00 -0.262E+00 -0.380E+02 -0.201E+03 -0.100E+03      96
      69.23012 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.802E+00  0.361E+00  0.511E+00  0.359E+00 -0.263E+00 -0.366E+02 -0.196E+03 -0.100E+03      97
      69.24171 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.760E+00  0.362E+00  0.469E+00  0.360E+00 -0.263E+00 -0.355E+02 -0.190E+03 -0.100E+03      98
      69.25330 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.718E+00  0.363E+00  0.427E+00  0.361E+00 -0.263E+00 -0.344E+02 -0.185E+03 -0.100E+03      99
      69.26490 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.676E+00  0.364E+00  0.385E+00  0.363E+00 -0.264E+00 -0.331E+02 -0.180E+03 -0.100E+03     100
      69.27997 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.622E+00  0.366E+00  0.330E+00  0.364E+00 -0.264E+00 -0.317E+02 -0.175E+03 -0.100E+03     101
      69.29504 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.567E+00  0.367E+00  0.276E+00  0.365E+00 -0.265E+00 -0.306E+02 -0.169E+03 -0.100E+03     102
      69.31011 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.512E+00  0.369E+00  0.221E+00  0.367E+00 -0.265E+00 -0.295E+02 -0.162E+03 -0.100E+03     103
      69.32518 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.458E+00  0.370E+00  0.167E+00  0.368E+00 -0.266E+00 -0.285E+02 -0.157E+03 -0.100E+03     104
      69.34478 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.387E+00  0.372E+00  0.957E-01  0.370E+00 -0.266E+00 -0.274E+02 -0.151E+03 -0.100E+03     105
      69.36437 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.316E+00  0.374E+00  0.248E-01  0.372E+00 -0.267E+00 -0.263E+02 -0.144E+03 -0.100E+03     106
      69.38396 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.245E+00  0.376E+00 -0.462E-01  0.374E+00 -0.268E+00 -0.254E+02 -0.137E+03 -0.100E+03     107
      69.40355 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.174E+00  0.377E+00 -0.117E+00  0.376E+00 -0.268E+00 -0.245E+02 -0.131E+03 -0.100E+03     108
      69.42315 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.103E+00  0.379E+00 -0.188E+00  0.377E+00 -0.269E+00 -0.237E+02 -0.124E+03 -0.100E+03     109
      69.44274 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01  0.321E-01  0.381E+00 -0.259E+00  0.379E+00 -0.270E+00 -0.230E+02 -0.118E+03 -0.100E+03     110
      69.46233 -0.362E+01  0.939E-01 -0.362E+01  0.939E-01 -0.319E-01 -0.389E-01  0.383E+00 -0.330E+00  0.381E+00 -0.270E+00 -0.223E+02 -0.112E+03 -0.100E+03     111
      69.48780 -0.362E+01  0.939E-01 -0.362E+01  0.935E-01 -0.319E-01 -0.131E+00  0.385E+00 -0.422E+00  0.383E+00 -0.271E+00 -0.215E+02 -0.110E+03 -0.100E+03     112
      69.51327 -0.362E+01  0.939E-01 -0.362E+01  0.929E-01 -0.319E-01 -0.223E+00  0.388E+00 -0.515E+00  0.386E+00 -0.272E+00 -0.208E+02 -0.103E+03 -0.100E+03     113
      69.53875 -0.362E+01  0.939E-01 -0.362E+01  0.922E-01 -0.319E-01 -0.316E+00  0.390E+00 -0.607E+00  0.388E+00 -0.273E+00 -0.201E+02 -0.962E+02 -0.100E+03     114
      69.56422 -0.362E+01  0.939E-01 -0.362E+01  0.910E-01 -0.319E-01 -0.408E+00  0.392E+00 -0.699E+00  0.391E+00 -0.273E+00 -0.196E+02 -0.897E+02 -0.100E+03     115
      69.58969 -0.362E+01  0.939E-01 -0.362E+01  0.900E-01 -0.319E-01 -0.500E+00  0.395E+00 -0.791E+00  0.393E+00 -0.274E+00 -0.190E+02 -0.835E+02 -0.100E+03     116
      69.62280 -0.362E+01  0.939E-01 -0.362E+01  0.884E-01 -0.319E-01 -0.620E+00  0.398E+00 -0.911E+00  0.396E+00 -0.275E+00 -0.183E+02 -0.774E+02 -0.100E+03     117
      69.65591 -0.362E+01  0.939E-01 -0.362E+01  0.864E-01 -0.319E-01 -0.740E+00  0.401E+00 -0.103E+01  0.399E+00 -0.276E+00 -0.178E+02 -0.697E+02 -0.100E+03     118
      69.69032 -0.362E+01  0.939E-01 -0.362E+01  0.841E-01 -0.319E-01 -0.865E+00  0.404E+00 -0.116E+01  0.401E+00 -0.277E+00 -0.172E+02 -0.626E+02 -0.100E+03     119
      69.72473 -0.362E+01  0.939E-01 -0.362E+01  0.814E-01 -0.319E-01 -0.989E+00  0.408E+00 -0.128E+01  0.404E+00 -0.279E+00 -0.167E+02 -0.558E+02 -0.100E+03     120
      69.75914 -0.362E+01  0.939E-01 -0.362E+01  0.787E-01 -0.319E-01 -0.111E+01  0.411E+00 -0.141E+01  0.407E+00 -0.280E+00 -0.163E+02 -0.498E+02 -0.100E+03     121
      69.79354 -0.362E+01  0.939E-01 -0.362E+01  0.758E-01 -0.319E-01 -0.124E+01  0.414E+00 -0.153E+01  0.410E+00 -0.281E+00 -0.159E+02 -0.444E+02 -0.100E+03     122
      69.82795 -0.362E+01  0.939E-01 -0.362E+01  0.727E-01 -0.319E-01 -0.136E+01  0.417E+00 -0.165E+01  0.412E+00 -0.282E+00 -0.155E+02 -0.399E+02 -0.100E+03     123
      69.86236 -0.362E+01  0.939E-01 -0.362E+01  0.696E-01 -0.319E-01 -0.149E+01  0.420E+00 -0.178E+01  0.414E+00 -0.283E+00 -0.152E+02 -0.360E+02 -0.100E+03     124
      69.89677 -0.362E+01  0.939E-01 -0.362E+01  0.665E-01 -0.319E-01 -0.161E+01  0.424E+00 -0.190E+01  0.417E+00 -0.284E+00 -0.149E+02 -0.328E+02 -0.100E+03     125
      69.94838 -0.362E+01  0.939E-01 -0.362E+01  0.632E-01 -0.319E-01 -0.180E+01  0.429E+00 -0.209E+01  0.420E+00 -0.286E+00 -0.145E+02 -0.302E+02 -0.100E+03     126
      70.00000 -0.362E+01  0.939E-01 -0.362E+01  0.586E-01 -0.319E-01 -0.199E+01  0.433E+00 -0.228E+01  0.423E+00 -0.287E+00 -0.141E+02 -0.269E+02 -0.100E+03     127
      70.04305  0.274E+00  0.977E-01  0.274E+00  0.562E-01 -0.319E-01 -0.197E+01  0.438E+00 -0.227E+01  0.425E+00 -0.289E+00 -0.227E+02 -0.244E+02 -0.100E+03     128
      70.08609  0.274E+00  0.977E-01  0.274E+00  0.775E-01 -0.319E-01 -0.196E+01  0.442E+00 -0.225E+01  0.429E+00 -0.290E+00 -0.274E+02 -0.259E+02 -0.100E+03     129
