
       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cTop       cRoot       cBot      vProd    Sum(vProd) Sum(Sink)  TLevel
        [T]     [L3/L2/T]  [L3/L2/T]   [L3/L2]    [L3/L2]   [L3/L3]     [L3/L3]    [L3/L3]   [L3/L2/T]    [L3/L2]   [L3/L2]

     140.79501  0.433E+00 -0.272E-02  0.371E+02 -0.338E+00  0.330E-03  0.000E+00  0.223E-01  0.793E+00  0.380E+02  0.658E+00     935
     140.81551  0.430E+00 -0.270E-02  0.371E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.776E+00  0.380E+02  0.658E+00     936
     140.83601  0.426E+00 -0.269E-02  0.371E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.760E+00  0.380E+02  0.658E+00     937
     140.85651  0.422E+00 -0.277E-02  0.371E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.743E+00  0.380E+02  0.658E+00     938
     140.87700  0.417E+00 -0.286E-02  0.371E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.726E+00  0.380E+02  0.658E+00     939
     140.89750  0.412E+00 -0.295E-02  0.371E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.710E+00  0.380E+02  0.658E+00     940
     140.91800  0.407E+00 -0.302E-02  0.371E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.694E+00  0.381E+02  0.658E+00     941
     140.93850  0.401E+00 -0.301E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.679E+00  0.381E+02  0.658E+00     942
     140.95900  0.396E+00 -0.300E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.665E+00  0.381E+02  0.658E+00     943
     140.97950  0.390E+00 -0.293E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.652E+00  0.381E+02  0.658E+00     944
     141.00000  0.385E+00 -0.285E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.640E+00  0.381E+02  0.658E+00     945
     141.01055  0.176E+00 -0.290E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.629E+00  0.381E+02  0.658E+00     946
     141.02110  0.975E-01 -0.315E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.622E+00  0.381E+02  0.658E+00     947
     141.03481  0.123E+00 -0.315E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.223E-01  0.613E+00  0.381E+02  0.658E+00     948
     141.04853  0.159E+00 -0.292E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.224E-01  0.604E+00  0.381E+02  0.658E+00     949
     141.06224  0.192E+00 -0.290E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.224E-01  0.597E+00  0.381E+02  0.658E+00     950
     141.07596  0.223E+00 -0.289E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.224E-01  0.591E+00  0.382E+02  0.658E+00     951
     141.08967  0.251E+00 -0.288E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.224E-01  0.586E+00  0.382E+02  0.658E+00     952
     141.10339  0.278E+00 -0.288E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.224E-01  0.582E+00  0.382E+02  0.658E+00     953
     141.11710  0.304E+00 -0.287E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.224E-01  0.579E+00  0.382E+02  0.658E+00     954
     141.13493  0.332E+00 -0.287E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.224E-01  0.577E+00  0.382E+02  0.658E+00     955
     141.15276  0.360E+00 -0.287E-02  0.372E+02 -0.339E+00  0.330E-03  0.000E+00  0.224E-01  0.576E+00  0.382E+02  0.658E+00     956
     141.17059  0.386E+00 -0.286E-02  0.372E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.576E+00  0.382E+02  0.658E+00     957
     141.19377  0.417E+00 -0.286E-02  0.372E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.577E+00  0.382E+02  0.658E+00     958
     141.21695  0.446E+00 -0.286E-02  0.372E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.581E+00  0.382E+02  0.658E+00     959
     141.24013  0.474E+00 -0.285E-02  0.372E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.588E+00  0.383E+02  0.658E+00     960
     141.27026  0.506E+00 -0.285E-02  0.373E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.596E+00  0.383E+02  0.658E+00     961
     141.30039  0.538E+00 -0.285E-02  0.373E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.609E+00  0.383E+02  0.658E+00     962
     141.33052  0.569E+00 -0.284E-02  0.373E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.626E+00  0.383E+02  0.658E+00     963
     141.36970  0.607E+00 -0.283E-02  0.373E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.645E+00  0.383E+02  0.658E+00     964
     141.40887  0.642E+00 -0.283E-02  0.373E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.672E+00  0.384E+02  0.658E+00     965
     141.45979  0.684E+00 -0.282E-02  0.374E+02 -0.340E+00  0.330E-03  0.000E+00  0.224E-01  0.701E+00  0.384E+02  0.658E+00     966
     141.51071  0.722E+00 -0.282E-02  0.374E+02 -0.341E+00  0.330E-03  0.000E+00  0.224E-01  0.736E+00  0.384E+02  0.658E+00     967
     141.55964  0.756E+00 -0.281E-02  0.375E+02 -0.341E+00  0.330E-03  0.000E+00  0.224E-01  0.765E+00  0.385E+02  0.658E+00     968
     141.62255  0.788E+00 -0.280E-02  0.375E+02 -0.341E+00  0.330E-03  0.000E+00  0.224E-01  0.782E+00  0.385E+02  0.658E+00     969
     141.71691  0.819E+00 -0.280E-02  0.376E+02 -0.341E+00  0.330E-03  0.000E+00  0.224E-01  0.786E+00  0.386E+02  0.658E+00     970
     141.81127  0.818E+00 -0.279E-02  0.377E+02 -0.341E+00  0.330E-03  0.000E+00  0.224E-01  0.754E+00  0.387E+02  0.658E+00     971
     141.90563  0.787E+00 -0.278E-02  0.377E+02 -0.342E+00  0.330E-03  0.000E+00  0.225E-01  0.694E+00  0.387E+02  0.658E+00     972
     142.00000  0.748E+00 -0.277E-02  0.378E+02 -0.342E+00  0.330E-03  0.000E+00  0.225E-01  0.629E+00  0.388E+02  0.658E+00     973
     142.02000  0.608E+00 -0.272E-02  0.378E+02 -0.342E+00  0.330E-03  0.000E+00  0.225E-01  0.580E+00  0.388E+02  0.658E+00     974
     142.04000  0.514E+00 -0.272E-02  0.378E+02 -0.342E+00  0.330E-03  0.000E+00  0.225E-01  0.557E+00  0.388E+02  0.658E+00     975
     142.06000  0.483E+00 -0.264E-02  0.378E+02 -0.342E+00  0.330E-03  0.000E+00  0.225E-01  0.537E+00  0.388E+02  0.658E+00     976
     142.08600  0.454E+00 -0.237E-02  0.378E+02 -0.342E+00  0.330E-03  0.000E+00  0.225E-01  0.527E+00  0.388E+02  0.658E+00     977
     142.11980  0.431E+00 -0.221E-02  0.379E+02 -0.342E+00  0.330E-03  0.000E+00  0.225E-01  0.517E+00  0.389E+02  0.658E+00     978
     142.16374  0.411E+00 -0.234E-02  0.379E+02 -0.342E+00  0.330E-03  0.000E+00  0.225E-01  0.511E+00  0.389E+02  0.658E+00     979
     142.22086  0.395E+00 -0.247E-02  0.379E+02 -0.342E+00  0.330E-03  0.000E+00  0.225E-01  0.509E+00  0.389E+02  0.658E+00     980
     142.29878  0.386E+00 -0.247E-02  0.379E+02 -0.343E+00  0.330E-03  0.000E+00  0.225E-01  0.519E+00  0.389E+02  0.658E+00     981
     142.39895  0.390E+00 -0.261E-02  0.380E+02 -0.343E+00  0.330E-03  0.000E+00  0.225E-01  0.548E+00  0.390E+02  0.658E+00     982
     142.51916  0.409E+00 -0.272E-02  0.380E+02 -0.343E+00  0.330E-03  0.000E+00  0.226E-01  0.607E+00  0.391E+02  0.658E+00     983
     142.67944  0.435E+00 -0.271E-02  0.381E+02 -0.344E+00  0.330E-03  0.000E+00  0.226E-01  0.669E+00  0.392E+02  0.658E+00     984
     142.83972  0.442E+00 -0.269E-02  0.382E+02 -0.344E+00  0.330E-03  0.000E+00  0.226E-01  0.670E+00  0.393E+02  0.658E+00     985
     143.00000  0.405E+00 -0.259E-02  0.382E+02 -0.344E+00  0.330E-03  0.000E+00  0.227E-01  0.583E+00  0.394E+02  0.658E+00     986
     143.02000  0.356E+00 -0.299E-02  0.382E+02 -0.345E+00  0.330E-03  0.000E+00  0.227E-01  0.500E+00  0.394E+02  0.658E+00     987
     143.04600  0.338E+00 -0.278E-02  0.382E+02 -0.345E+00  0.330E-03  0.000E+00  0.227E-01  0.492E+00  0.394E+02  0.658E+00     988
     143.07980  0.325E+00 -0.234E-02  0.383E+02 -0.345E+00  0.330E-03  0.000E+00  0.227E-01  0.485E+00  0.394E+02  0.658E+00     989
     143.12374  0.316E+00 -0.250E-02  0.383E+02 -0.345E+00  0.330E-03  0.000E+00  0.227E-01  0.479E+00  0.394E+02  0.658E+00     990
     143.18086  0.309E+00 -0.248E-02  0.383E+02 -0.345E+00  0.330E-03  0.000E+00  0.227E-01  0.476E+00  0.395E+02  0.658E+00     991
     143.25512  0.309E+00 -0.250E-02  0.383E+02 -0.345E+00  0.330E-03  0.000E+00  0.228E-01  0.482E+00  0.395E+02  0.658E+00     992
     143.34823  0.316E+00 -0.241E-02  0.383E+02 -0.345E+00  0.330E-03  0.000E+00  0.228E-01  0.504E+00  0.395E+02  0.658E+00     993
     143.47858  0.336E+00 -0.253E-02  0.384E+02 -0.346E+00  0.330E-03  0.000E+00  0.228E-01  0.553E+00  0.396E+02  0.658E+00     994
     143.65239  0.367E+00 -0.275E-02  0.384E+02 -0.346E+00  0.330E-03  0.000E+00  0.229E-01  0.631E+00  0.397E+02  0.658E+00     995
     143.82620  0.389E+00 -0.256E-02  0.385E+02 -0.347E+00  0.330E-03  0.000E+00  0.229E-01  0.659E+00  0.398E+02  0.658E+00     996
     144.00000  0.364E+00 -0.248E-02  0.386E+02 -0.347E+00  0.330E-03  0.000E+00  0.230E-01  0.576E+00  0.399E+02  0.658E+00     997
     144.25000  0.615E+00 -0.261E-02  0.387E+02 -0.348E+00  0.330E-03  0.000E+00  0.231E-01  0.487E+00  0.401E+02  0.658E+00     998
     144.50000  0.785E+00 -0.270E-02  0.389E+02 -0.348E+00  0.330E-03  0.000E+00  0.232E-01  0.488E+00  0.402E+02  0.658E+00     999
     144.75000  0.866E+00 -0.299E-02  0.391E+02 -0.349E+00  0.330E-03  0.000E+00  0.233E-01  0.613E+00  0.403E+02  0.658E+00    1000
     145.00000  0.938E+00 -0.334E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.235E-01  0.601E+00  0.405E+02  0.658E+00    1001
     145.02000  0.470E+00 -0.385E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.236E-01  0.479E+00  0.405E+02  0.658E+00    1002
     145.03400  0.208E+00 -0.419E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.236E-01  0.478E+00  0.405E+02  0.658E+00    1003
     145.04380  0.188E+00 -0.301E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.236E-01  0.478E+00  0.405E+02  0.658E+00    1004
     145.05360  0.175E+00 -0.215E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.236E-01  0.478E+00  0.405E+02  0.658E+00    1005
     145.06340  0.170E+00 -0.242E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.237E-01  0.478E+00  0.405E+02  0.658E+00    1006
     145.07320  0.167E+00 -0.250E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.237E-01  0.479E+00  0.405E+02  0.658E+00    1007
     145.08300  0.167E+00 -0.253E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.237E-01  0.479E+00  0.405E+02  0.658E+00    1008
     145.09280  0.168E+00 -0.384E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.237E-01  0.480E+00  0.405E+02  0.658E+00    1009
     145.10260  0.170E+00 -0.507E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.237E-01  0.481E+00  0.405E+02  0.658E+00    1010
     145.11240  0.172E+00 -0.479E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.237E-01  0.482E+00  0.405E+02  0.658E+00    1011
     145.12220  0.174E+00 -0.521E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.237E-01  0.483E+00  0.406E+02  0.658E+00    1012
     145.13494  0.176E+00 -0.535E-02  0.394E+02 -0.350E+00  0.330E-03  0.000E+00  0.237E-01  0.484E+00  0.406E+02  0.658E+00    1013
     145.14768  0.179E+00 -0.472E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.237E-01  0.487E+00  0.406E+02  0.658E+00    1014
     145.16042  0.183E+00 -0.438E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.237E-01  0.489E+00  0.406E+02  0.658E+00    1015
     145.17316  0.188E+00 -0.534E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.237E-01  0.492E+00  0.406E+02  0.658E+00    1016
     145.18972  0.192E+00 -0.550E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.237E-01  0.495E+00  0.406E+02  0.658E+00    1017
     145.20628  0.197E+00 -0.433E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.500E+00  0.406E+02  0.658E+00    1018
     145.22285  0.203E+00 -0.399E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.506E+00  0.406E+02  0.658E+00    1019
     145.23941  0.209E+00 -0.384E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.512E+00  0.406E+02  0.658E+00    1020
     145.25597  0.216E+00 -0.377E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.519E+00  0.406E+02  0.658E+00    1021
     145.27253  0.225E+00 -0.491E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.527E+00  0.406E+02  0.658E+00    1022
     145.29406  0.232E+00 -0.495E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.535E+00  0.406E+02  0.658E+00    1023
     145.31559  0.241E+00 -0.354E-02  0.394E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.546E+00  0.407E+02  0.658E+00    1024
     145.33712  0.253E+00 -0.321E-02  0.395E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.559E+00  0.407E+02  0.658E+00    1025
     145.35865  0.265E+00 -0.310E-02  0.395E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.572E+00  0.407E+02  0.658E+00    1026
     145.38018  0.278E+00 -0.299E-02  0.395E+02 -0.351E+00  0.330E-03  0.000E+00  0.238E-01  0.586E+00  0.407E+02  0.658E+00    1027
     145.40172  0.291E+00 -0.299E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.600E+00  0.407E+02  0.658E+00    1028
     145.42325  0.306E+00 -0.324E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.613E+00  0.407E+02  0.658E+00    1029
     145.44478  0.320E+00 -0.409E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.627E+00  0.407E+02  0.658E+00    1030
     145.46631  0.334E+00 -0.439E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.640E+00  0.407E+02  0.658E+00    1031
     145.48138  0.347E+00 -0.382E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.652E+00  0.408E+02  0.658E+00    1032
     145.49645  0.357E+00 -0.375E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.659E+00  0.408E+02  0.658E+00    1033
     145.51152  0.367E+00 -0.392E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.666E+00  0.408E+02  0.658E+00    1034
     145.52207  0.376E+00 -0.394E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.672E+00  0.408E+02  0.658E+00    1035
     145.53262  0.383E+00 -0.399E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.676E+00  0.408E+02  0.658E+00    1036
     145.54317  0.389E+00 -0.404E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.679E+00  0.408E+02  0.658E+00    1037
     145.55372  0.394E+00 -0.406E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.239E-01  0.682E+00  0.408E+02  0.658E+00    1038
     145.56427  0.400E+00 -0.408E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.684E+00  0.408E+02  0.658E+00    1039
     145.57482  0.405E+00 -0.407E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.686E+00  0.408E+02  0.658E+00    1040
     145.58537  0.410E+00 -0.407E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.687E+00  0.408E+02  0.658E+00    1041
     145.59276  0.414E+00 -0.409E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.687E+00  0.408E+02  0.658E+00    1042
     145.60236  0.417E+00 -0.412E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.687E+00  0.408E+02  0.658E+00    1043
     145.61196  0.421E+00 -0.413E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.687E+00  0.408E+02  0.658E+00    1044
     145.61868  0.424E+00 -0.414E-02  0.395E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.686E+00  0.408E+02  0.658E+00    1045
     145.62741  0.426E+00 -0.415E-02  0.396E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.685E+00  0.409E+02  0.658E+00    1046
     145.63615  0.429E+00 -0.416E-02  0.396E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.684E+00  0.409E+02  0.658E+00    1047
     145.64489  0.431E+00 -0.418E-02  0.396E+02 -0.352E+00  0.330E-03  0.000E+00  0.240E-01  0.683E+00  0.409E+02  0.658E+00    1048
     145.65362  0.433E+00 -0.419E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.240E-01  0.681E+00  0.409E+02  0.658E+00    1049
     145.66236  0.435E+00 -0.420E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.240E-01  0.678E+00  0.409E+02  0.658E+00    1050
     145.67110  0.437E+00 -0.421E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.240E-01  0.675E+00  0.409E+02  0.658E+00    1051
     145.67983  0.438E+00 -0.422E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.240E-01  0.672E+00  0.409E+02  0.658E+00    1052
     145.68857  0.439E+00 -0.424E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.240E-01  0.669E+00  0.409E+02  0.658E+00    1053
     145.69731  0.440E+00 -0.425E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.240E-01  0.665E+00  0.409E+02  0.658E+00    1054
     145.70604  0.440E+00 -0.426E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.240E-01  0.662E+00  0.409E+02  0.658E+00    1055
     145.71478  0.441E+00 -0.427E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.240E-01  0.657E+00  0.409E+02  0.658E+00    1056
     145.72352  0.441E+00 -0.428E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.240E-01  0.653E+00  0.409E+02  0.658E+00    1057
     145.73225  0.440E+00 -0.429E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.648E+00  0.409E+02  0.658E+00    1058
     145.74099  0.440E+00 -0.431E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.644E+00  0.409E+02  0.658E+00    1059
     145.74972  0.439E+00 -0.432E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.639E+00  0.409E+02  0.658E+00    1060
     145.75846  0.439E+00 -0.433E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.633E+00  0.409E+02  0.658E+00    1061
     145.76720  0.438E+00 -0.434E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.628E+00  0.409E+02  0.658E+00    1062
     145.77593  0.437E+00 -0.436E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.623E+00  0.409E+02  0.658E+00    1063
     145.78467  0.435E+00 -0.437E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.617E+00  0.410E+02  0.658E+00    1064
     145.79603  0.434E+00 -0.439E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.611E+00  0.410E+02  0.658E+00    1065
     145.80739  0.432E+00 -0.441E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.604E+00  0.410E+02  0.658E+00    1066
     145.81534  0.429E+00 -0.443E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.596E+00  0.410E+02  0.658E+00    1067
     145.82329  0.427E+00 -0.445E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.591E+00  0.410E+02  0.658E+00    1068
     145.83362  0.425E+00 -0.447E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.586E+00  0.410E+02  0.658E+00    1069
     145.84396  0.423E+00 -0.449E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.579E+00  0.410E+02  0.658E+00    1070
     145.85119  0.420E+00 -0.451E-02  0.396E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.572E+00  0.410E+02  0.658E+00    1071
     145.86060  0.418E+00 -0.453E-02  0.397E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.567E+00  0.410E+02  0.658E+00    1072
     145.86718  0.415E+00 -0.455E-02  0.397E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.561E+00  0.410E+02  0.658E+00    1073
     145.87574  0.413E+00 -0.456E-02  0.397E+02 -0.353E+00  0.330E-03  0.000E+00  0.241E-01  0.557E+00  0.410E+02  0.658E+00    1074
     145.88173  0.411E+00 -0.458E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.241E-01  0.551E+00  0.410E+02  0.658E+00    1075
     145.88952  0.409E+00 -0.460E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.241E-01  0.547E+00  0.410E+02  0.658E+00    1076
     145.89731  0.406E+00 -0.462E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.542E+00  0.410E+02  0.658E+00    1077
     145.90757  0.404E+00 -0.464E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.538E+00  0.410E+02  0.658E+00    1078
     145.91784  0.401E+00 -0.466E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.531E+00  0.410E+02  0.658E+00    1079
     145.92811  0.398E+00 -0.468E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.525E+00  0.410E+02  0.658E+00    1080
     145.93530  0.395E+00 -0.470E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.520E+00  0.410E+02  0.658E+00    1081
     145.94454  0.392E+00 -0.472E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.516E+00  0.410E+02  0.658E+00    1082
     145.95379  0.390E+00 -0.474E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.511E+00  0.410E+02  0.658E+00    1083
     145.96303  0.387E+00 -0.476E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.506E+00  0.411E+02  0.658E+00    1084
     145.96919  0.384E+00 -0.478E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.501E+00  0.411E+02  0.658E+00    1085
     145.97689  0.382E+00 -0.480E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.499E+00  0.411E+02  0.658E+00    1086
     145.98459  0.380E+00 -0.481E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.495E+00  0.411E+02  0.658E+00    1087
     145.98973  0.378E+00 -0.483E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.492E+00  0.411E+02  0.658E+00    1088
     145.99486  0.377E+00 -0.484E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.489E+00  0.411E+02  0.658E+00    1089
     146.00000  0.375E+00 -0.485E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.487E+00  0.411E+02  0.658E+00    1090
     146.00668  0.174E+00 -0.504E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.485E+00  0.411E+02  0.658E+00    1091
     146.01335  0.676E-01 -0.489E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.482E+00  0.411E+02  0.658E+00    1092
     146.02203  0.717E-01 -0.484E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.477E+00  0.411E+02  0.658E+00    1093
     146.03331  0.838E-01 -0.503E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.472E+00  0.411E+02  0.658E+00    1094
     146.04121  0.983E-01 -0.498E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.242E-01  0.466E+00  0.411E+02  0.658E+00    1095
     146.05148  0.112E+00 -0.500E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.243E-01  0.463E+00  0.411E+02  0.658E+00    1096
     146.06175  0.129E+00 -0.502E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.243E-01  0.459E+00  0.411E+02  0.658E+00    1097
     146.07201  0.146E+00 -0.509E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.243E-01  0.456E+00  0.411E+02  0.658E+00    1098
     146.07646  0.158E+00 -0.506E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.243E-01  0.453E+00  0.411E+02  0.658E+00    1099
     146.08225  0.167E+00 -0.507E-02  0.397E+02 -0.354E+00  0.330E-03  0.000E+00  0.243E-01  0.452E+00  0.411E+02  0.658E+00    1100
     146.08976  0.177E+00 -0.521E-02  0.397E+02 -0.355E+00  0.330E-03  0.000E+00  0.243E-01  0.451E+00  0.411E+02  0.658E+00    1101
     146.09954  0.189E+00 -0.536E-02  0.397E+02 -0.355E+00  0.330E-03  0.000E+00  0.243E-01  0.450E+00  0.411E+02  0.658E+00    1102
     146.11225  0.205E+00 -0.564E-02  0.397E+02 -0.355E+00  0.330E-03  0.000E+00  0.244E-01  0.448E+00  0.411E+02  0.658E+00    1103
     146.12495  0.222E+00 -0.617E-02  0.397E+02 -0.355E+00  0.330E-03  0.000E+00  0.244E-01  0.447E+00  0.411E+02  0.658E+00    1104
     146.13385  0.235E+00 -0.691E-02  0.397E+02 -0.355E+00  0.330E-03  0.000E+00  0.245E-01  0.446E+00  0.411E+02  0.658E+00    1105
