
       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cTop       cRoot       cBot      vProd    Sum(vProd) Sum(Sink)  TLevel
        [T]     [L3/L2/T]  [L3/L2/T]   [L3/L2]    [L3/L2]   [L3/L3]     [L3/L3]    [L3/L3]   [L3/L2/T]    [L3/L2]   [L3/L2]

     158.17812  0.356E+00 -0.117E-02  0.563E+02 -0.860E-01  0.330E-03  0.000E+00  0.151E-01  0.463E+00  0.580E+02  0.109E+01    1509
     158.18867  0.353E+00 -0.109E-02  0.563E+02 -0.860E-01  0.330E-03  0.000E+00  0.151E-01  0.466E+00  0.580E+02  0.109E+01    1510
     158.19922  0.349E+00 -0.119E-02  0.563E+02 -0.860E-01  0.330E-03  0.000E+00  0.151E-01  0.469E+00  0.580E+02  0.109E+01    1511
     158.21294  0.343E+00 -0.118E-02  0.563E+02 -0.860E-01  0.330E-03  0.000E+00  0.151E-01  0.473E+00  0.580E+02  0.109E+01    1512
     158.22665  0.340E+00 -0.115E-02  0.563E+02 -0.861E-01  0.330E-03  0.000E+00  0.151E-01  0.479E+00  0.581E+02  0.109E+01    1513
     158.24037  0.337E+00 -0.119E-02  0.563E+02 -0.861E-01  0.330E-03  0.000E+00  0.151E-01  0.485E+00  0.581E+02  0.109E+01    1514
     158.25408  0.334E+00 -0.117E-02  0.563E+02 -0.861E-01  0.330E-03  0.000E+00  0.151E-01  0.492E+00  0.581E+02  0.109E+01    1515
     158.26780  0.333E+00 -0.116E-02  0.563E+02 -0.861E-01  0.330E-03  0.000E+00  0.151E-01  0.500E+00  0.581E+02  0.109E+01    1516
     158.28151  0.331E+00 -0.115E-02  0.563E+02 -0.861E-01  0.330E-03  0.000E+00  0.151E-01  0.508E+00  0.581E+02  0.109E+01    1517
     158.29523  0.331E+00 -0.121E-02  0.563E+02 -0.861E-01  0.330E-03  0.000E+00  0.151E-01  0.516E+00  0.581E+02  0.109E+01    1518
     158.30894  0.330E+00 -0.128E-02  0.564E+02 -0.862E-01  0.330E-03  0.000E+00  0.151E-01  0.526E+00  0.581E+02  0.109E+01    1519
     158.32266  0.329E+00 -0.126E-02  0.564E+02 -0.862E-01  0.330E-03  0.000E+00  0.151E-01  0.535E+00  0.581E+02  0.109E+01    1520
     158.34049  0.328E+00 -0.116E-02  0.564E+02 -0.862E-01  0.330E-03  0.000E+00  0.152E-01  0.545E+00  0.581E+02  0.109E+01    1521
     158.35832  0.329E+00 -0.111E-02  0.564E+02 -0.862E-01  0.330E-03  0.000E+00  0.152E-01  0.559E+00  0.581E+02  0.109E+01    1522
     158.37615  0.331E+00 -0.122E-02  0.564E+02 -0.862E-01  0.330E-03  0.000E+00  0.152E-01  0.573E+00  0.581E+02  0.109E+01    1523
     158.39398  0.331E+00 -0.128E-02  0.564E+02 -0.863E-01  0.330E-03  0.000E+00  0.152E-01  0.587E+00  0.581E+02  0.109E+01    1524
     158.41181  0.332E+00 -0.127E-02  0.564E+02 -0.863E-01  0.330E-03  0.000E+00  0.152E-01  0.602E+00  0.582E+02  0.109E+01    1525
     158.42964  0.335E+00 -0.123E-02  0.564E+02 -0.863E-01  0.330E-03  0.000E+00  0.152E-01  0.616E+00  0.582E+02  0.109E+01    1526
     158.44747  0.338E+00 -0.122E-02  0.564E+02 -0.863E-01  0.330E-03  0.000E+00  0.152E-01  0.630E+00  0.582E+02  0.109E+01    1527
     158.46530  0.340E+00 -0.126E-02  0.564E+02 -0.863E-01  0.330E-03  0.000E+00  0.152E-01  0.644E+00  0.582E+02  0.109E+01    1528
     158.48847  0.339E+00 -0.119E-02  0.564E+02 -0.864E-01  0.330E-03  0.000E+00  0.152E-01  0.657E+00  0.582E+02  0.109E+01    1529
     158.51165  0.340E+00 -0.114E-02  0.564E+02 -0.864E-01  0.330E-03  0.000E+00  0.153E-01  0.673E+00  0.582E+02  0.109E+01    1530
     158.53483  0.343E+00 -0.121E-02  0.564E+02 -0.864E-01  0.330E-03  0.000E+00  0.153E-01  0.687E+00  0.582E+02  0.109E+01    1531
     158.55801  0.343E+00 -0.126E-02  0.564E+02 -0.865E-01  0.330E-03  0.000E+00  0.153E-01  0.698E+00  0.583E+02  0.109E+01    1532
     158.58119  0.342E+00 -0.121E-02  0.564E+02 -0.865E-01  0.330E-03  0.000E+00  0.153E-01  0.707E+00  0.583E+02  0.109E+01    1533
     158.60437  0.340E+00 -0.122E-02  0.565E+02 -0.865E-01  0.330E-03  0.000E+00  0.153E-01  0.713E+00  0.583E+02  0.109E+01    1534
     158.63450  0.335E+00 -0.122E-02  0.565E+02 -0.866E-01  0.330E-03  0.000E+00  0.153E-01  0.716E+00  0.583E+02  0.109E+01    1535
     158.66463  0.331E+00 -0.118E-02  0.565E+02 -0.866E-01  0.330E-03  0.000E+00  0.153E-01  0.716E+00  0.583E+02  0.109E+01    1536
     158.69476  0.324E+00 -0.123E-02  0.565E+02 -0.866E-01  0.330E-03  0.000E+00  0.154E-01  0.711E+00  0.583E+02  0.109E+01    1537
     158.72528  0.315E+00 -0.123E-02  0.565E+02 -0.867E-01  0.330E-03  0.000E+00  0.154E-01  0.701E+00  0.584E+02  0.109E+01    1538
     158.75581  0.305E+00 -0.122E-02  0.565E+02 -0.867E-01  0.330E-03  0.000E+00  0.154E-01  0.687E+00  0.584E+02  0.109E+01    1539
     158.78633  0.294E+00 -0.121E-02  0.565E+02 -0.867E-01  0.330E-03  0.000E+00  0.154E-01  0.671E+00  0.584E+02  0.109E+01    1540
     158.81686  0.282E+00 -0.122E-02  0.565E+02 -0.868E-01  0.330E-03  0.000E+00  0.154E-01  0.652E+00  0.584E+02  0.109E+01    1541
     158.85349  0.268E+00 -0.123E-02  0.565E+02 -0.868E-01  0.330E-03  0.000E+00  0.154E-01  0.632E+00  0.585E+02  0.109E+01    1542
     158.89011  0.256E+00 -0.123E-02  0.565E+02 -0.869E-01  0.330E-03  0.000E+00  0.155E-01  0.608E+00  0.585E+02  0.109E+01    1543
     158.92674  0.243E+00 -0.127E-02  0.565E+02 -0.869E-01  0.330E-03  0.000E+00  0.155E-01  0.584E+00  0.585E+02  0.109E+01    1544
     158.96337  0.232E+00 -0.127E-02  0.566E+02 -0.870E-01  0.330E-03  0.000E+00  0.155E-01  0.563E+00  0.585E+02  0.109E+01    1545
     159.00000  0.222E+00 -0.126E-02  0.566E+02 -0.870E-01  0.330E-03  0.000E+00  0.155E-01  0.544E+00  0.585E+02  0.109E+01    1546
     159.03917  0.287E+00 -0.125E-02  0.566E+02 -0.871E-01  0.330E-03  0.000E+00  0.156E-01  0.528E+00  0.586E+02  0.109E+01    1547
     159.07834  0.378E+00 -0.123E-02  0.566E+02 -0.871E-01  0.330E-03  0.000E+00  0.156E-01  0.513E+00  0.586E+02  0.109E+01    1548
     159.11751  0.415E+00 -0.122E-02  0.566E+02 -0.871E-01  0.330E-03  0.000E+00  0.156E-01  0.502E+00  0.586E+02  0.109E+01    1549
     159.15669  0.439E+00 -0.122E-02  0.566E+02 -0.872E-01  0.330E-03  0.000E+00  0.156E-01  0.498E+00  0.586E+02  0.109E+01    1550
     159.19586  0.459E+00 -0.122E-02  0.566E+02 -0.872E-01  0.330E-03  0.000E+00  0.157E-01  0.499E+00  0.586E+02  0.109E+01    1551
     159.23503  0.481E+00 -0.121E-02  0.567E+02 -0.873E-01  0.330E-03  0.000E+00  0.157E-01  0.506E+00  0.587E+02  0.109E+01    1552
     159.28595  0.511E+00 -0.121E-02  0.567E+02 -0.874E-01  0.330E-03  0.000E+00  0.157E-01  0.518E+00  0.587E+02  0.109E+01    1553
     159.35215  0.550E+00 -0.122E-02  0.567E+02 -0.874E-01  0.330E-03  0.000E+00  0.157E-01  0.540E+00  0.587E+02  0.109E+01    1554
     159.41693  0.589E+00 -0.122E-02  0.568E+02 -0.875E-01  0.330E-03  0.000E+00  0.158E-01  0.580E+00  0.588E+02  0.109E+01    1555
     159.50023  0.648E+00 -0.123E-02  0.568E+02 -0.876E-01  0.330E-03  0.000E+00  0.158E-01  0.623E+00  0.588E+02  0.109E+01    1556
     159.62517  0.719E+00 -0.123E-02  0.569E+02 -0.878E-01  0.330E-03  0.000E+00  0.159E-01  0.671E+00  0.589E+02  0.109E+01    1557
     159.75012  0.764E+00 -0.123E-02  0.570E+02 -0.879E-01  0.330E-03  0.000E+00  0.159E-01  0.694E+00  0.590E+02  0.109E+01    1558
     159.87506  0.763E+00 -0.123E-02  0.571E+02 -0.881E-01  0.330E-03  0.000E+00  0.160E-01  0.646E+00  0.591E+02  0.109E+01    1559
     160.00000  0.716E+00 -0.124E-02  0.572E+02 -0.882E-01  0.330E-03  0.000E+00  0.161E-01  0.567E+00  0.591E+02  0.109E+01    1560
     160.11111  0.586E+00 -0.124E-02  0.572E+02 -0.884E-01  0.330E-03  0.000E+00  0.162E-01  0.502E+00  0.592E+02  0.109E+01    1561
     160.22222  0.556E+00 -0.122E-02  0.573E+02 -0.885E-01  0.330E-03  0.000E+00  0.162E-01  0.480E+00  0.592E+02  0.109E+01    1562
     160.33333  0.575E+00 -0.123E-02  0.574E+02 -0.886E-01  0.330E-03  0.000E+00  0.163E-01  0.497E+00  0.593E+02  0.109E+01    1563
     160.46667  0.604E+00 -0.125E-02  0.575E+02 -0.888E-01  0.330E-03  0.000E+00  0.164E-01  0.550E+00  0.594E+02  0.109E+01    1564
     160.64445  0.666E+00 -0.125E-02  0.576E+02 -0.890E-01  0.330E-03  0.000E+00  0.165E-01  0.633E+00  0.595E+02  0.109E+01    1565
     161.00000  0.724E+00 -0.124E-02  0.578E+02 -0.895E-01  0.330E-03  0.000E+00  0.166E-01  0.670E+00  0.597E+02  0.109E+01    1566
     161.25000  0.102E+01 -0.123E-02  0.581E+02 -0.898E-01  0.330E-03  0.000E+00  0.168E-01  0.510E+00  0.598E+02  0.109E+01    1567
     161.43750  0.676E+00 -0.123E-02  0.582E+02 -0.900E-01  0.330E-03  0.000E+00  0.170E-01  0.495E+00  0.599E+02  0.109E+01    1568
     161.55000  0.755E+00 -0.121E-02  0.583E+02 -0.901E-01  0.330E-03  0.000E+00  0.171E-01  0.589E+00  0.600E+02  0.109E+01    1569
     161.58750  0.701E+00 -0.122E-02  0.583E+02 -0.902E-01  0.330E-03  0.000E+00  0.171E-01  0.631E+00  0.600E+02  0.109E+01    1570
     161.62500  0.760E+00 -0.125E-02  0.584E+02 -0.902E-01  0.330E-03  0.000E+00  0.172E-01  0.636E+00  0.601E+02  0.109E+01    1571
     161.67187  0.710E+00 -0.125E-02  0.584E+02 -0.903E-01  0.330E-03  0.000E+00  0.172E-01  0.635E+00  0.601E+02  0.109E+01    1572
     161.73750  0.727E+00 -0.123E-02  0.584E+02 -0.904E-01  0.330E-03  0.000E+00  0.172E-01  0.626E+00  0.601E+02  0.109E+01    1573
     161.80312  0.673E+00 -0.123E-02  0.585E+02 -0.905E-01  0.330E-03  0.000E+00  0.173E-01  0.603E+00  0.602E+02  0.109E+01    1574
     161.90156  0.673E+00 -0.123E-02  0.585E+02 -0.906E-01  0.330E-03  0.000E+00  0.173E-01  0.570E+00  0.602E+02  0.109E+01    1575
     162.00000  0.605E+00 -0.123E-02  0.586E+02 -0.907E-01  0.330E-03  0.000E+00  0.174E-01  0.517E+00  0.603E+02  0.109E+01    1576
     162.08239  0.582E+00 -0.123E-02  0.587E+02 -0.908E-01  0.330E-03  0.000E+00  0.174E-01  0.475E+00  0.603E+02  0.109E+01    1577
     162.14006  0.534E+00 -0.123E-02  0.587E+02 -0.909E-01  0.330E-03  0.000E+00  0.175E-01  0.456E+00  0.603E+02  0.109E+01    1578
     162.21503  0.550E+00 -0.123E-02  0.587E+02 -0.910E-01  0.330E-03  0.000E+00  0.175E-01  0.454E+00  0.604E+02  0.109E+01    1579
     162.31315  0.531E+00 -0.123E-02  0.588E+02 -0.911E-01  0.330E-03  0.000E+00  0.176E-01  0.464E+00  0.604E+02  0.109E+01    1580
     162.45052  0.571E+00 -0.123E-02  0.589E+02 -0.913E-01  0.330E-03  0.000E+00  0.176E-01  0.501E+00  0.605E+02  0.109E+01    1581
     162.63368  0.588E+00 -0.123E-02  0.590E+02 -0.915E-01  0.330E-03  0.000E+00  0.177E-01  0.573E+00  0.606E+02  0.109E+01    1582
     162.81684  0.665E+00 -0.123E-02  0.591E+02 -0.917E-01  0.330E-03  0.000E+00  0.178E-01  0.618E+00  0.607E+02  0.109E+01    1583
     163.00000  0.632E+00 -0.123E-02  0.592E+02 -0.919E-01  0.330E-03  0.000E+00  0.180E-01  0.554E+00  0.608E+02  0.109E+01    1584
     163.25000  0.559E+00 -0.124E-02  0.593E+02 -0.922E-01  0.330E-03  0.000E+00  0.181E-01  0.472E+00  0.609E+02  0.109E+01    1585
     163.43750  0.501E+00 -0.124E-02  0.594E+02 -0.925E-01  0.330E-03  0.000E+00  0.182E-01  0.425E+00  0.610E+02  0.109E+01    1586
     163.71875  0.489E+00 -0.123E-02  0.596E+02 -0.928E-01  0.330E-03  0.000E+00  0.184E-01  0.472E+00  0.611E+02  0.109E+01    1587
     164.00000  0.538E+00 -0.123E-02  0.597E+02 -0.932E-01  0.330E-03  0.000E+00  0.185E-01  0.488E+00  0.613E+02  0.109E+01    1588
     164.02000  0.467E+00 -0.123E-02  0.597E+02 -0.932E-01  0.330E-03  0.000E+00  0.187E-01  0.387E+00  0.613E+02  0.109E+01    1589
     164.03400  0.414E+00 -0.124E-02  0.597E+02 -0.932E-01  0.330E-03  0.000E+00  0.187E-01  0.382E+00  0.613E+02  0.109E+01    1590
     164.04800  0.431E+00 -0.125E-02  0.597E+02 -0.932E-01  0.330E-03  0.000E+00  0.187E-01  0.379E+00  0.613E+02  0.109E+01    1591
     164.06200  0.408E+00 -0.125E-02  0.597E+02 -0.932E-01  0.330E-03  0.000E+00  0.187E-01  0.376E+00  0.613E+02  0.109E+01    1592
     164.07600  0.418E+00 -0.124E-02  0.598E+02 -0.933E-01  0.330E-03  0.000E+00  0.188E-01  0.373E+00  0.613E+02  0.109E+01    1593
     164.09000  0.403E+00 -0.124E-02  0.598E+02 -0.933E-01  0.330E-03  0.000E+00  0.188E-01  0.371E+00  0.613E+02  0.109E+01    1594
     164.10400  0.410E+00 -0.121E-02  0.598E+02 -0.933E-01  0.330E-03  0.000E+00  0.188E-01  0.370E+00  0.613E+02  0.109E+01    1595
     164.11800  0.399E+00 -0.120E-02  0.598E+02 -0.933E-01  0.330E-03  0.000E+00  0.188E-01  0.369E+00  0.613E+02  0.109E+01    1596
     164.13200  0.406E+00 -0.123E-02  0.598E+02 -0.933E-01  0.330E-03  0.000E+00  0.188E-01  0.369E+00  0.613E+02  0.109E+01    1597
     164.14600  0.398E+00 -0.125E-02  0.598E+02 -0.933E-01  0.330E-03  0.000E+00  0.188E-01  0.369E+00  0.613E+02  0.109E+01    1598
     164.16000  0.403E+00 -0.124E-02  0.598E+02 -0.934E-01  0.330E-03  0.000E+00  0.188E-01  0.369E+00  0.613E+02  0.109E+01    1599
     164.17400  0.397E+00 -0.124E-02  0.598E+02 -0.934E-01  0.330E-03  0.000E+00  0.188E-01  0.370E+00  0.613E+02  0.109E+01    1600
     164.18800  0.402E+00 -0.121E-02  0.598E+02 -0.934E-01  0.330E-03  0.000E+00  0.188E-01  0.372E+00  0.613E+02  0.109E+01    1601
     164.20620  0.396E+00 -0.121E-02  0.598E+02 -0.934E-01  0.330E-03  0.000E+00  0.188E-01  0.374E+00  0.613E+02  0.109E+01    1602
     164.22440  0.401E+00 -0.127E-02  0.598E+02 -0.934E-01  0.330E-03  0.000E+00  0.188E-01  0.377E+00  0.614E+02  0.109E+01    1603
     164.24260  0.399E+00 -0.128E-02  0.598E+02 -0.935E-01  0.330E-03  0.000E+00  0.189E-01  0.381E+00  0.614E+02  0.109E+01    1604
     164.26080  0.405E+00 -0.123E-02  0.598E+02 -0.935E-01  0.330E-03  0.000E+00  0.189E-01  0.386E+00  0.614E+02  0.109E+01    1605
     164.28446  0.403E+00 -0.124E-02  0.598E+02 -0.935E-01  0.330E-03  0.000E+00  0.189E-01  0.392E+00  0.614E+02  0.109E+01    1606
     164.30812  0.411E+00 -0.125E-02  0.598E+02 -0.935E-01  0.330E-03  0.000E+00  0.189E-01  0.401E+00  0.614E+02  0.109E+01    1607
     164.33178  0.415E+00 -0.122E-02  0.599E+02 -0.936E-01  0.330E-03  0.000E+00  0.189E-01  0.410E+00  0.614E+02  0.109E+01    1608
     164.36254  0.422E+00 -0.124E-02  0.599E+02 -0.936E-01  0.330E-03  0.000E+00  0.189E-01  0.421E+00  0.614E+02  0.109E+01    1609
     164.39330  0.428E+00 -0.127E-02  0.599E+02 -0.937E-01  0.330E-03  0.000E+00  0.189E-01  0.436E+00  0.614E+02  0.109E+01    1610
     164.42405  0.441E+00 -0.128E-02  0.599E+02 -0.937E-01  0.330E-03  0.000E+00  0.190E-01  0.452E+00  0.614E+02  0.109E+01    1611
     164.45481  0.450E+00 -0.128E-02  0.599E+02 -0.937E-01  0.330E-03  0.000E+00  0.190E-01  0.468E+00  0.615E+02  0.109E+01    1612
     164.48557  0.463E+00 -0.124E-02  0.599E+02 -0.938E-01  0.330E-03  0.000E+00  0.190E-01  0.484E+00  0.615E+02  0.109E+01    1613
     164.52556  0.466E+00 -0.123E-02  0.599E+02 -0.938E-01  0.330E-03  0.000E+00  0.190E-01  0.498E+00  0.615E+02  0.109E+01    1614
     164.56554  0.478E+00 -0.125E-02  0.600E+02 -0.939E-01  0.330E-03  0.000E+00  0.190E-01  0.512E+00  0.615E+02  0.109E+01    1615
     164.60553  0.483E+00 -0.121E-02  0.600E+02 -0.939E-01  0.330E-03  0.000E+00  0.191E-01  0.522E+00  0.615E+02  0.109E+01    1616
     164.65483  0.483E+00 -0.123E-02  0.600E+02 -0.940E-01  0.330E-03  0.000E+00  0.191E-01  0.526E+00  0.616E+02  0.109E+01    1617
     164.70414  0.479E+00 -0.127E-02  0.600E+02 -0.940E-01  0.330E-03  0.000E+00  0.191E-01  0.523E+00  0.616E+02  0.109E+01    1618
     164.75345  0.471E+00 -0.127E-02  0.601E+02 -0.941E-01  0.330E-03  0.000E+00  0.192E-01  0.511E+00  0.616E+02  0.109E+01    1619
     164.80276  0.454E+00 -0.125E-02  0.601E+02 -0.942E-01  0.330E-03  0.000E+00  0.192E-01  0.493E+00  0.616E+02  0.109E+01    1620
     164.86851  0.434E+00 -0.125E-02  0.601E+02 -0.942E-01  0.330E-03  0.000E+00  0.192E-01  0.471E+00  0.617E+02  0.109E+01    1621
     164.93425  0.410E+00 -0.126E-02  0.601E+02 -0.943E-01  0.330E-03  0.000E+00  0.193E-01  0.439E+00  0.617E+02  0.109E+01    1622
     165.00000  0.385E+00 -0.126E-02  0.602E+02 -0.944E-01  0.330E-03  0.000E+00  0.193E-01  0.411E+00  0.617E+02  0.109E+01    1623
     165.06758  0.461E+00 -0.125E-02  0.602E+02 -0.945E-01  0.330E-03  0.000E+00  0.193E-01  0.389E+00  0.617E+02  0.109E+01    1624
     165.13515  0.478E+00 -0.123E-02  0.602E+02 -0.946E-01  0.330E-03  0.000E+00  0.194E-01  0.373E+00  0.618E+02  0.109E+01    1625
     165.20273  0.456E+00 -0.123E-02  0.603E+02 -0.947E-01  0.330E-03  0.000E+00  0.194E-01  0.369E+00  0.618E+02  0.109E+01    1626
     165.27030  0.472E+00 -0.122E-02  0.603E+02 -0.947E-01  0.330E-03  0.000E+00  0.195E-01  0.375E+00  0.618E+02  0.109E+01    1627
     165.33788  0.472E+00 -0.121E-02  0.603E+02 -0.948E-01  0.330E-03  0.000E+00  0.195E-01  0.393E+00  0.618E+02  0.109E+01    1628
     165.40409  0.500E+00 -0.124E-02  0.603E+02 -0.949E-01  0.330E-03  0.000E+00  0.196E-01  0.419E+00  0.619E+02  0.109E+01    1629
     165.48922  0.528E+00 -0.124E-02  0.604E+02 -0.950E-01  0.330E-03  0.000E+00  0.196E-01  0.449E+00  0.619E+02  0.109E+01    1630
     165.57435  0.559E+00 -0.123E-02  0.604E+02 -0.951E-01  0.330E-03  0.000E+00  0.196E-01  0.484E+00  0.620E+02  0.109E+01    1631
     165.63516  0.565E+00 -0.122E-02  0.605E+02 -0.952E-01  0.330E-03  0.000E+00  0.197E-01  0.502E+00  0.620E+02  0.109E+01    1632
     165.69596  0.571E+00 -0.122E-02  0.605E+02 -0.953E-01  0.330E-03  0.000E+00  0.197E-01  0.501E+00  0.620E+02  0.109E+01    1633
     165.77197  0.565E+00 -0.123E-02  0.606E+02 -0.954E-01  0.330E-03  0.000E+00  0.198E-01  0.488E+00  0.621E+02  0.109E+01    1634
     165.84798  0.547E+00 -0.122E-02  0.606E+02 -0.955E-01  0.330E-03  0.000E+00  0.198E-01  0.460E+00  0.621E+02  0.109E+01    1635
     165.92399  0.491E+00 -0.123E-02  0.606E+02 -0.955E-01  0.330E-03  0.000E+00  0.199E-01  0.426E+00  0.621E+02  0.109E+01    1636
     166.00000  0.460E+00 -0.122E-02  0.607E+02 -0.956E-01  0.330E-03  0.000E+00  0.199E-01  0.394E+00  0.621E+02  0.109E+01    1637
     166.10000  0.431E+00 -0.122E-02  0.607E+02 -0.958E-01  0.330E-03  0.000E+00  0.200E-01  0.369E+00  0.622E+02  0.109E+01    1638
     166.17275  0.416E+00 -0.122E-02  0.607E+02 -0.959E-01  0.330E-03  0.000E+00  0.200E-01  0.353E+00  0.622E+02  0.109E+01    1639
     166.26466  0.408E+00 -0.122E-02  0.608E+02 -0.960E-01  0.330E-03  0.000E+00  0.201E-01  0.354E+00  0.622E+02  0.109E+01    1640
     166.38722  0.420E+00 -0.122E-02  0.608E+02 -0.961E-01  0.330E-03  0.000E+00  0.201E-01  0.372E+00  0.623E+02  0.109E+01    1641
     166.54041  0.440E+00 -0.122E-02  0.609E+02 -0.963E-01  0.330E-03  0.000E+00  0.202E-01  0.418E+00  0.624E+02  0.109E+01    1642
     166.69361  0.486E+00 -0.122E-02  0.610E+02 -0.965E-01  0.330E-03  0.000E+00  0.203E-01  0.472E+00  0.624E+02  0.109E+01    1643
     167.00000  0.503E+00 -0.121E-02  0.611E+02 -0.969E-01  0.330E-03  0.000E+00  0.204E-01  0.471E+00  0.626E+02  0.109E+01    1644
     167.02000  0.436E+00 -0.122E-02  0.611E+02 -0.969E-01  0.330E-03  0.000E+00  0.206E-01  0.372E+00  0.626E+02  0.109E+01    1645
     167.03400  0.373E+00 -0.120E-02  0.611E+02 -0.969E-01  0.330E-03  0.000E+00  0.206E-01  0.367E+00  0.626E+02  0.109E+01    1646
     167.04380  0.404E+00 -0.120E-02  0.611E+02 -0.969E-01  0.330E-03  0.000E+00  0.206E-01  0.364E+00  0.626E+02  0.109E+01    1647
     167.05360  0.379E+00 -0.122E-02  0.611E+02 -0.969E-01  0.330E-03  0.000E+00  0.206E-01  0.362E+00  0.626E+02  0.109E+01    1648
     167.06340  0.391E+00 -0.124E-02  0.612E+02 -0.969E-01  0.330E-03  0.000E+00  0.206E-01  0.361E+00  0.626E+02  0.109E+01    1649
     167.07320  0.377E+00 -0.120E-02  0.612E+02 -0.969E-01  0.330E-03  0.000E+00  0.206E-01  0.359E+00  0.626E+02  0.109E+01    1650
     167.08300  0.383E+00 -0.120E-02  0.612E+02 -0.970E-01  0.330E-03  0.000E+00  0.206E-01  0.358E+00  0.626E+02  0.109E+01    1651
     167.09280  0.374E+00 -0.121E-02  0.612E+02 -0.970E-01  0.330E-03  0.000E+00  0.206E-01  0.357E+00  0.626E+02  0.109E+01    1652
     167.10260  0.378E+00 -0.124E-02  0.612E+02 -0.970E-01  0.330E-03  0.000E+00  0.206E-01  0.356E+00  0.626E+02  0.109E+01    1653
     167.11240  0.370E+00 -0.126E-02  0.612E+02 -0.970E-01  0.330E-03  0.000E+00  0.206E-01  0.356E+00  0.626E+02  0.109E+01    1654
     167.12220  0.373E+00 -0.120E-02  0.612E+02 -0.970E-01  0.330E-03  0.000E+00  0.206E-01  0.356E+00  0.626E+02  0.109E+01    1655
     167.13200  0.368E+00 -0.116E-02  0.612E+02 -0.970E-01  0.330E-03  0.000E+00  0.206E-01  0.356E+00  0.626E+02  0.109E+01    1656
     167.14474  0.367E+00 -0.118E-02  0.612E+02 -0.970E-01  0.330E-03  0.000E+00  0.206E-01  0.356E+00  0.626E+02  0.109E+01    1657
     167.15748  0.362E+00 -0.120E-02  0.612E+02 -0.971E-01  0.330E-03  0.000E+00  0.206E-01  0.357E+00  0.626E+02  0.109E+01    1658
     167.17022  0.364E+00 -0.122E-02  0.612E+02 -0.971E-01  0.330E-03  0.000E+00  0.206E-01  0.358E+00  0.626E+02  0.109E+01    1659
     167.18296  0.361E+00 -0.126E-02  0.612E+02 -0.971E-01  0.330E-03  0.000E+00  0.207E-01  0.360E+00  0.626E+02  0.109E+01    1660
     167.19570  0.363E+00 -0.120E-02  0.612E+02 -0.971E-01  0.330E-03  0.000E+00  0.207E-01  0.362E+00  0.626E+02  0.109E+01    1661
     167.21226  0.359E+00 -0.117E-02  0.612E+02 -0.971E-01  0.330E-03  0.000E+00  0.207E-01  0.364E+00  0.626E+02  0.109E+01    1662
     167.22882  0.362E+00 -0.123E-02  0.612E+02 -0.971E-01  0.330E-03  0.000E+00  0.207E-01  0.368E+00  0.627E+02  0.109E+01    1663
     167.24539  0.362E+00 -0.122E-02  0.612E+02 -0.972E-01  0.330E-03  0.000E+00  0.207E-01  0.373E+00  0.627E+02  0.109E+01    1664
     167.26692  0.363E+00 -0.115E-02  0.612E+02 -0.972E-01  0.330E-03  0.000E+00  0.207E-01  0.378E+00  0.627E+02  0.109E+01    1665
     167.28845  0.365E+00 -0.123E-02  0.612E+02 -0.972E-01  0.330E-03  0.000E+00  0.207E-01  0.385E+00  0.627E+02  0.109E+01    1666
     167.30998  0.370E+00 -0.125E-02  0.612E+02 -0.972E-01  0.330E-03  0.000E+00  0.207E-01  0.394E+00  0.627E+02  0.109E+01    1667
     167.33151  0.374E+00 -0.123E-02  0.612E+02 -0.973E-01  0.330E-03  0.000E+00  0.207E-01  0.404E+00  0.627E+02  0.109E+01    1668
     167.35304  0.380E+00 -0.125E-02  0.613E+02 -0.973E-01  0.330E-03  0.000E+00  0.207E-01  0.415E+00  0.627E+02  0.109E+01    1669
     167.37457  0.385E+00 -0.123E-02  0.613E+02 -0.973E-01  0.330E-03  0.000E+00  0.208E-01  0.426E+00  0.627E+02  0.109E+01    1670
     167.40256  0.389E+00 -0.120E-02  0.613E+02 -0.973E-01  0.330E-03  0.000E+00  0.208E-01  0.437E+00  0.627E+02  0.109E+01    1671
     167.43055  0.396E+00 -0.124E-02  0.613E+02 -0.974E-01  0.330E-03  0.000E+00  0.208E-01  0.453E+00  0.627E+02  0.109E+01    1672
     167.45854  0.405E+00 -0.125E-02  0.613E+02 -0.974E-01  0.330E-03  0.000E+00  0.208E-01  0.468E+00  0.627E+02  0.109E+01    1673
     167.49493  0.409E+00 -0.120E-02  0.613E+02 -0.975E-01  0.330E-03  0.000E+00  0.208E-01  0.483E+00  0.628E+02  0.109E+01    1674
     167.53131  0.418E+00 -0.118E-02  0.613E+02 -0.975E-01  0.330E-03  0.000E+00  0.208E-01  0.500E+00  0.628E+02  0.109E+01    1675
     167.56770  0.424E+00 -0.119E-02  0.613E+02 -0.975E-01  0.330E-03  0.000E+00  0.209E-01  0.514E+00  0.628E+02  0.109E+01    1676
     167.61573  0.424E+00 -0.120E-02  0.614E+02 -0.976E-01  0.330E-03  0.000E+00  0.209E-01  0.523E+00  0.628E+02  0.109E+01    1677
     167.66376  0.425E+00 -0.119E-02  0.614E+02 -0.977E-01  0.330E-03  0.000E+00  0.209E-01  0.527E+00  0.629E+02  0.109E+01    1678
