 ******* Program UNSATCHEM-1D
 ******* 
 Missouri Field Experiment - 1982                                        
 Date:  21. 3.    Time:  15:17:45
 Units: L = cm   , T = days , M = mmol 



                          Node( 21)                               Node( 41)                               Node( 56)

         time        h      theta    Temp    CO2             h      theta    Temp    CO2             h      theta    Temp    CO2      
         3.300    -104.24  0.3183   1.292  0.00321       -98.69  0.3997   1.951  0.00203       -99.52  0.3993   1.979  0.00054
         3.333    -104.13  0.3184   1.259  0.00323       -98.71  0.3997   1.939  0.00204       -99.52  0.3993   1.979  0.00054
         3.377    -103.87  0.3185   1.267  0.00326       -98.72  0.3997   1.920  0.00206       -99.51  0.3993   1.978  0.00055
         3.421    -103.44  0.3188   1.333  0.00330       -98.73  0.3997   1.899  0.00208       -99.50  0.3993   1.977  0.00055
         3.465    -102.80  0.3192   1.453  0.00336       -98.75  0.3997   1.878  0.00209       -99.50  0.3993   1.976  0.00056
         3.525    -101.54  0.3201   1.682  0.00343       -98.77  0.3997   1.854  0.00211       -99.49  0.3993   1.973  0.00057
         3.584     -99.83  0.3212   1.961  0.00353       -98.79  0.3996   1.838  0.00213       -99.48  0.3993   1.969  0.00057
         3.643     -97.68  0.3226   2.252  0.00365       -98.81  0.3996   1.834  0.00216       -99.47  0.3993   1.964  0.00058
         3.703     -95.12  0.3243   2.513  0.00377       -98.82  0.3996   1.844  0.00218       -99.46  0.3993   1.959  0.00059
         3.777     -91.42  0.3271   2.746  0.00390       -98.82  0.3996   1.876  0.00221       -99.46  0.3993   1.952  0.00060
         3.851     -87.44  0.3305   2.830  0.00404       -98.79  0.3996   1.923  0.00224       -99.45  0.3993   1.947  0.00061
         3.926     -83.21  0.3341   2.749  0.00417       -98.74  0.3997   1.979  0.00228       -99.44  0.3993   1.945  0.00062
         4.000     -78.88  0.3377   2.518  0.00428       -98.63  0.3997   2.031  0.00233       -99.43  0.3993   1.946  0.00063
         4.000     -78.88  0.3377   2.518  0.00428       -98.63  0.3997   2.031  0.00233       -99.43  0.3993   1.946  0.00063
         4.100     -73.71  0.3421   2.071  0.00436       -98.37  0.3998   2.081  0.00237       -99.42  0.3994   1.953  0.00064
         4.200     -70.01  0.3461   1.622  0.00445       -97.95  0.4000   2.094  0.00243       -99.41  0.3994   1.964  0.00066
         4.300     -67.58  0.3487   1.340  0.00454       -97.35  0.4003   2.067  0.00249       -99.40  0.3994   1.976  0.00068
         4.400     -66.11  0.3503   1.324  0.00466       -96.56  0.4007   2.013  0.00254       -99.39  0.3994   1.986  0.00069
         4.520     -65.16  0.3513   1.641  0.00480       -95.38  0.4012   1.945  0.00259       -99.36  0.3994   1.991  0.00071
         4.680     -64.72  0.3518   2.292  0.00503       -93.46  0.4021   1.906  0.00265       -99.29  0.3994   1.986  0.00073
         4.840     -64.78  0.3517   2.675  0.00535       -91.40  0.4033   1.950  0.00272       -99.18  0.3995   1.977  0.00076
         5.000     -65.14  0.3514   2.444  0.00561       -89.30  0.4045   2.037  0.00281       -99.02  0.3995   1.973  0.00078
         5.000     -65.14  0.3514   2.444  0.00561       -89.30  0.4045   2.037  0.00281       -99.02  0.3995   1.973  0.00078
         5.200     -65.74  0.3507   1.693  0.00573       -86.86  0.4059   2.092  0.00290       -98.72  0.3997   1.983  0.00081
         5.467     -66.66  0.3497   1.451  0.00574       -84.10  0.4075   2.014  0.00302       -98.14  0.3999   2.002  0.00084
         6.000     -68.61  0.3476   2.047  0.00582       -80.46  0.4096   1.884  0.00316       -96.43  0.4007   1.992  0.00089
         6.000     -68.61  0.3476   2.047  0.00582       -80.46  0.4096   1.884  0.00316       -96.43  0.4007   1.992  0.00089
         6.333     -69.82  0.3463   1.601  0.00602       -78.86  0.4106   1.909  0.00345       -95.20  0.4013   1.968  0.00098
         7.000     -72.09  0.3439   1.091  0.00598       -77.13  0.4116   1.757  0.00363       -92.68  0.4026   1.930  0.00104
         7.000     -72.09  0.3439   1.091  0.00598       -77.13  0.4116   1.757  0.00363       -92.68  0.4026   1.930  0.00104
         7.500     -73.79  0.3421   1.469  0.00588       -76.48  0.4120   1.627  0.00393       -90.94  0.4036   1.877  0.00115
         8.000     -75.46  0.3406   1.770  0.00585       -76.22  0.4121   1.681  0.00410       -89.40  0.4045   1.826  0.00123
         8.000     -75.46  0.3406   1.770  0.00585       -76.22  0.4121   1.681  0.00410       -89.40  0.4045   1.826  0.00123
         8.500     -77.08  0.3393   1.811  0.00585       -76.28  0.4121   1.761  0.00428       -88.09  0.4052   1.819  0.00131
         9.000     -78.60  0.3380   1.840  0.00583       -76.54  0.4119   1.802  0.00443       -87.02  0.4058   1.834  0.00140
         9.000     -78.60  0.3380   1.840  0.00583       -76.54  0.4119   1.802  0.00443       -87.02  0.4058   1.834  0.00140
         9.500     -80.05  0.3367   1.910  0.00579       -76.93  0.4117   1.833  0.00456       -86.16  0.4063   1.849  0.00149
        10.000     -81.43  0.3356   1.880  0.00574       -77.41  0.4114   1.860  0.00467       -85.49  0.4067   1.863  0.00158
        10.000     -81.43  0.3356   1.880  0.00574       -77.41  0.4114   1.860  0.00467       -85.49  0.4067   1.863  0.00158
        10.020     -81.49  0.3355   1.892  0.00568       -77.42  0.4114   1.861  0.00475       -85.44  0.4067   1.864  0.00167
        10.040     -81.55  0.3355   1.903  0.00568       -77.44  0.4114   1.861  0.00476       -85.42  0.4068   1.864  0.00167
        10.060     -81.60  0.3354   1.907  0.00568       -77.46  0.4114   1.862  0.00476       -85.39  0.4068   1.865  0.00167
        10.080     -81.65  0.3354   1.899  0.00568       -77.48  0.4113   1.862  0.00476       -85.36  0.4068   1.865  0.00168
        10.100     -81.71  0.3353   1.883  0.00567       -77.50  0.4113   1.863  0.00477       -85.34  0.4068   1.866  0.00168
        10.126     -81.78  0.3353   1.860  0.00566       -77.53  0.4113   1.864  0.00477       -85.31  0.4068   1.867  0.00168
        10.160     -81.86  0.3352   1.834  0.00566       -77.56  0.4113   1.865  0.00477       -85.27  0.4068   1.867  0.00169
        10.204     -81.94  0.3351   1.813  0.00565       -77.61  0.4113   1.865  0.00478       -85.21  0.4069   1.869  0.00169
        10.248     -81.99  0.3351   1.815  0.00564       -77.65  0.4112   1.865  0.00478       -85.16  0.4069   1.870  0.00170
        10.305     -81.96  0.3351   1.871  0.00565       -77.71  0.4112   1.864  0.00479       -85.10  0.4069   1.871  0.00171
        10.362     -81.81  0.3352   2.000  0.00568       -77.77  0.4112   1.863  0.00480       -85.04  0.4070   1.872  0.00172
        10.433     -81.44  0.3356   2.268  0.00573       -77.85  0.4111   1.865  0.00480       -84.97  0.4070   1.874  0.00173
        10.504     -80.83  0.3361   2.641  0.00582       -77.92  0.4111   1.876  0.00481       -84.90  0.4071   1.875  0.00174
        10.603     -79.60  0.3371   3.254  0.00596       -78.01  0.4110   1.919  0.00482       -84.80  0.4071   1.877  0.00176
        10.702     -78.02  0.3385   3.838  0.00618       -78.07  0.4110   2.001  0.00484       -84.72  0.4072   1.881  0.00177
        10.801     -76.16  0.3400   4.240  0.00643       -78.10  0.4110   2.120  0.00487       -84.64  0.4072   1.890  0.00179
        10.901     -74.11  0.3418   4.364  0.00667       -78.09  0.4110   2.262  0.00490       -84.56  0.4072   1.906  0.00181
        11.000     -71.99  0.3440   4.209  0.00686       -78.02  0.4110   2.406  0.00495       -84.49  0.4073   1.931  0.00183
        11.000     -71.99  0.3440   4.209  0.00686       -78.02  0.4110   2.406  0.00495       -84.49  0.4073   1.931  0.00183
        11.167     -69.13  0.3470   3.668  0.00699       -77.70  0.4112   2.591  0.00499       -84.37  0.4074   1.989  0.00185
        11.333     -67.36  0.3489   3.339  0.00716       -77.19  0.4115   2.678  0.00507       -84.25  0.4074   2.060  0.00188
        11.500     -66.51  0.3499   3.646  0.00735       -76.51  0.4119   2.703  0.00513       -84.11  0.4075   2.128  0.00191
        11.750     -66.38  0.3500   4.595  0.00764       -75.36  0.4126   2.799  0.00519       -83.87  0.4076   2.214  0.00195
        12.000     -66.91  0.3495   4.721  0.00809       -74.21  0.4132   3.010  0.00530       -83.55  0.4078   2.293  0.00200
        12.000     -66.91  0.3495   4.721  0.00809       -74.21  0.4132   3.010  0.00530       -83.55  0.4078   2.293  0.00200
        12.020     -66.88  0.3495   4.664  0.00826       -74.13  0.4133   3.030  0.00544       -83.53  0.4078   2.300  0.00204
        12.040     -66.93  0.3494   4.598  0.00826       -74.04  0.4133   3.049  0.00546       -83.51  0.4079   2.307  0.00205
        12.060     -66.97  0.3494   4.524  0.00825       -73.95  0.4134   3.068  0.00547       -83.48  0.4079   2.314  0.00205
        12.080     -67.01  0.3493   4.444  0.00824       -73.86  0.4134   3.085  0.00548       -83.46  0.4079   2.321  0.00206
        12.100     -67.05  0.3493   4.362  0.00822       -73.77  0.4135   3.102  0.00550       -83.43  0.4079   2.329  0.00206
        12.120     -67.08  0.3493   4.278  0.00821       -73.68  0.4136   3.117  0.00551       -83.40  0.4079   2.336  0.00206
        12.140     -67.08  0.3493   4.195  0.00819       -73.60  0.4136   3.130  0.00552       -83.38  0.4079   2.344  0.00207
        12.160     -67.05  0.3493   4.114  0.00818       -73.51  0.4137   3.142  0.00553       -83.35  0.4079   2.352  0.00207
        12.180     -66.97  0.3494   4.038  0.00816       -73.42  0.4138   3.152  0.00555       -83.32  0.4080   2.360  0.00208
        12.206     -66.78  0.3496   3.948  0.00815       -73.31  0.4138   3.163  0.00556       -83.28  0.4080   2.371  0.00208
        12.232     -66.47  0.3499   3.871  0.00814       -73.20  0.4139   3.171  0.00557       -83.24  0.4080   2.381  0.00208
        12.258     -66.00  0.3504   3.809  0.00813       -73.09  0.4140   3.177  0.00559       -83.20  0.4080   2.392  0.00209
        12.292     -65.13  0.3513   3.756  0.00813       -72.96  0.4141   3.180  0.00560       -83.15  0.4081   2.406  0.00210
        12.326     -63.97  0.3526   3.736  0.00814       -72.82  0.4142   3.180  0.00562       -83.10  0.4081   2.420  0.00210
        12.359     -62.52  0.3541   3.752  0.00817       -72.68  0.4143   3.178  0.00563       -83.04  0.4081   2.433  0.00211
        12.403     -60.19  0.3566   3.825  0.00821       -72.51  0.4144   3.172  0.00565       -82.97  0.4082   2.450  0.00212
        12.447     -57.53  0.3597   3.955  0.00827       -72.32  0.4145   3.167  0.00567       -82.90  0.4082   2.465  0.00212
        12.491     -54.72  0.3635   4.133  0.00836       -72.12  0.4147   3.163  0.00569       -82.82  0.4083   2.480  0.00213
        12.535     -51.83  0.3673   4.349  0.00846       -71.89  0.4148   3.164  0.00571       -82.74  0.4083   2.494  0.00214
        12.593     -47.99  0.3724   4.666  0.00857       -71.52  0.4151   3.175  0.00573       -82.63  0.4084   2.511  0.00215
        12.651     -44.32  0.3780   4.986  0.00874       -71.03  0.4155   3.201  0.00576       -82.52  0.4084   2.526  0.00216
        12.709     -41.06  0.3833   5.270  0.00891       -70.38  0.4159   3.242  0.00579       -82.41  0.4085   2.541  0.00217
        12.768     -38.08  0.3881   5.488  0.00908       -69.52  0.4165   3.298  0.00582       -82.29  0.4086   2.556  0.00218
        12.845     -34.58  0.3945   5.632  0.00924       -67.91  0.4177   3.391  0.00585       -82.12  0.4087   2.578  0.00219
        12.923     -31.69  0.4002   5.594  0.00943       -65.73  0.4192   3.497  0.00589       -81.93  0.4088   2.603  0.00221
        13.000     -29.16  0.4051   5.390  0.00958       -62.93  0.4212   3.603  0.00594       -81.71  0.4089   2.632  0.00222
        13.000     -29.16  0.4051   5.390  0.00958       -62.93  0.4212   3.603  0.00594       -81.71  0.4089   2.632  0.00222
        13.074     -28.02  0.4077   5.080  0.00970       -59.65  0.4236   3.693  0.00598       -81.47  0.4090   2.664  0.00224
        13.149     -27.85  0.4081   4.727  0.00981       -56.07  0.4265   3.760  0.00601       -81.18  0.4092   2.701  0.00225
        13.223     -28.21  0.4073   4.417  0.00991       -52.57  0.4296   3.800  0.00603       -80.81  0.4094   2.739  0.00227
        13.300     -28.88  0.4058   4.210  0.01001       -49.18  0.4325   3.811  0.00605       -80.32  0.4097   2.781  0.00228
        13.378     -29.69  0.4041   4.163  0.01015       -46.22  0.4351   3.798  0.00607       -79.70  0.4101   2.822  0.00230
        13.456     -30.54  0.4024   4.283  0.01033       -43.87  0.4376   3.773  0.00608       -78.92  0.4105   2.859  0.00231
        13.547     -31.49  0.4006   4.587  0.01057       -41.80  0.4397   3.746  0.00610       -77.76  0.4112   2.898  0.00233
        13.660     -32.62  0.3984   5.058  0.01091       -39.98  0.4416   3.739  0.00612       -75.95  0.4122   2.938  0.00234
        13.830     -34.21  0.3953   5.495  0.01140       -38.36  0.4433   3.803  0.00615       -72.68  0.4143   2.988  0.00235
        14.000     -35.69  0.3924   5.295  0.01207       -37.50  0.4442   3.915  0.00622       -69.26  0.4167   3.036  0.00237
        14.000     -35.69  0.3924   5.295  0.01207       -37.50  0.4442   3.915  0.00622       -69.26  0.4167   3.036  0.00237
        14.020     -35.86  0.3920   5.225  0.01249       -37.42  0.4443   3.928  0.00631       -68.85  0.4170   3.042  0.00239
        14.040     -36.03  0.3917   5.149  0.01252       -37.34  0.4443   3.941  0.00632       -68.45  0.4173   3.048  0.00239
        14.066     -36.25  0.3913   5.041  0.01254       -37.25  0.4444   3.956  0.00632       -67.93  0.4177   3.057  0.00239
        14.100     -36.51  0.3908   4.895  0.01257       -37.15  0.4445   3.972  0.00634       -67.25  0.4182   3.068  0.00239
        14.144     -36.81  0.3902   4.703  0.01259       -37.05  0.4446   3.987  0.00635       -66.37  0.4188   3.082  0.00240
        14.201     -37.14  0.3897   4.477  0.01261       -36.97  0.4447   3.996  0.00637       -65.26  0.4196   3.102  0.00240
        14.275     -37.46  0.3891   4.267  0.01264       -36.92  0.4448   3.989  0.00639       -63.86  0.4206   3.127  0.00240
        14.366     -37.74  0.3887   4.192  0.01269       -36.90  0.4448   3.960  0.00642       -62.24  0.4217   3.155  0.00241
        14.493     -38.00  0.3882   4.439  0.01281       -36.93  0.4448   3.907  0.00645       -60.19  0.4232   3.188  0.00242
        14.662     -38.20  0.3879   5.108  0.01309       -36.97  0.4447   3.879  0.00650       -57.84  0.4250   3.218  0.00243
        14.831     -38.32  0.3877   5.574  0.01359       -36.98  0.4447   3.937  0.00657       -55.84  0.4268   3.240  0.00244
        15.000     -38.40  0.3876   5.390  0.01402       -36.97  0.4447   4.048  0.00666       -54.19  0.4282   3.265  0.00245
        15.000     -38.40  0.3876   5.390  0.01402       -36.97  0.4447   4.048  0.00666       -54.19  0.4282   3.265  0.00245
        15.250     -39.12  0.3864   4.581  0.01417       -37.00  0.4447   4.141  0.00677       -52.18  0.4299   3.320  0.00247
        15.500     -40.30  0.3845   4.541  0.01417       -37.18  0.4445   4.098  0.00693       -50.59  0.4313   3.378  0.00249
        16.000     -43.05  0.3800   5.200  0.01442       -38.11  0.4435   4.068  0.00707       -48.49  0.4331   3.447  0.00252
        16.000     -43.05  0.3800   5.200  0.01442       -38.11  0.4435   4.068  0.00707       -48.49  0.4331   3.447  0.00252
        16.333     -44.90  0.3770   4.698  0.01496       -38.95  0.4427   4.143  0.00741       -47.58  0.4339   3.477  0.00257
        17.000     -48.32  0.3720   4.186  0.01471       -40.89  0.4406   4.044  0.00768       -46.77  0.4346   3.532  0.00260
        17.000     -48.32  0.3720   4.186  0.01471       -40.89  0.4406   4.044  0.00768       -46.77  0.4346   3.532  0.00260
        17.500     -50.79  0.3687   4.565  0.01412       -42.45  0.4390   3.944  0.00821       -46.72  0.4346   3.536  0.00268
        18.000     -53.12  0.3656   4.878  0.01377       -44.03  0.4374   4.028  0.00861       -47.00  0.4344   3.532  0.00273
        18.000     -53.12  0.3656   4.878  0.01377       -44.03  0.4374   4.028  0.00861       -47.00  0.4344   3.532  0.00273
        18.500     -55.34  0.3626   4.940  0.01337       -45.60  0.4358   4.137  0.00905       -47.56  0.4339   3.569  0.00280
        19.000     -57.49  0.3598   4.983  0.01294       -47.19  0.4342   4.210  0.00945       -48.24  0.4333   3.625  0.00287
        19.000     -57.49  0.3598   4.983  0.01294       -47.19  0.4342   4.210  0.00945       -48.24  0.4333   3.625  0.00287
        19.500     -59.58  0.3573   5.072  0.01252       -48.84  0.4328   4.270  0.00978       -49.02  0.4326   3.679  0.00295
        20.000     -61.62  0.3551   5.056  0.01212       -50.43  0.4314   4.325  0.01003       -49.85  0.4319   3.731  0.00303
        20.000     -61.62  0.3551   5.056  0.01212       -50.43  0.4314   4.325  0.01003       -49.85  0.4319   3.731  0.00303
        20.500     -63.74  0.3528   5.356  0.01170       -52.01  0.4300   4.393  0.01021       -50.71  0.4312   3.782  0.00313
        21.000     -65.91  0.3505   5.817  0.01137       -53.56  0.4287   4.538  0.01034       -51.62  0.4304   3.845  0.00324
        21.000     -65.91  0.3505   5.817  0.01137       -53.56  0.4287   4.538  0.01034       -51.62  0.4304   3.845  0.00324
        21.020     -65.99  0.3504   5.842  0.01108       -53.62  0.4286   4.546  0.01043       -51.65  0.4304   3.848  0.00336
        21.040     -66.08  0.3503   5.869  0.01107       -53.69  0.4286   4.555  0.01044       -51.68  0.4303   3.851  0.00336
        21.060     -66.16  0.3502   5.886  0.01106       -53.75  0.4285   4.563  0.01044       -51.72  0.4303   3.854  0.00337
        21.080     -66.25  0.3501   5.883  0.01105       -53.81  0.4285   4.572  0.01045       -51.75  0.4303   3.857  0.00337
        21.100     -66.33  0.3500   5.858  0.01103       -53.87  0.4284   4.580  0.01045       -51.79  0.4302   3.861  0.00338
        21.120     -66.42  0.3500   5.816  0.01101       -53.94  0.4284   4.589  0.01045       -51.83  0.4302   3.864  0.00338
        21.140     -66.49  0.3499   5.763  0.01097       -54.00  0.4283   4.598  0.01046       -51.86  0.4302   3.867  0.00339
        21.166     -66.58  0.3498   5.687  0.01094       -54.08  0.4283   4.609  0.01046       -51.91  0.4301   3.872  0.00339
        21.192     -66.65  0.3497   5.609  0.01089       -54.16  0.4282   4.619  0.01046       -51.96  0.4301   3.876  0.00340
        21.218     -66.69  0.3497   5.537  0.01085       -54.24  0.4281   4.629  0.01047       -52.00  0.4301   3.881  0.00341
        21.252     -66.69  0.3497   5.460  0.01082       -54.35  0.4280   4.639  0.01047       -52.07  0.4300   3.887  0.00341
        21.286     -66.61  0.3498   5.407  0.01080       -54.45  0.4279   4.646  0.01047       -52.13  0.4299   3.894  0.00342
        21.330     -66.36  0.3500   5.383  0.01079       -54.59  0.4278   4.651  0.01048       -52.21  0.4299   3.902  0.00343
        21.373     -65.93  0.3505   5.414  0.01080       -54.72  0.4277   4.653  0.01048       -52.29  0.4298   3.911  0.00344
        21.417     -65.30  0.3512   5.502  0.01086       -54.85  0.4276   4.652  0.01048       -52.37  0.4297   3.919  0.00345
        21.476     -64.14  0.3524   5.697  0.01094       -55.02  0.4274   4.651  0.01048       -52.48  0.4296   3.930  0.00347
        21.534     -62.68  0.3540   5.962  0.01110       -55.17  0.4273   4.655  0.01047       -52.59  0.4295   3.940  0.00348
        21.592     -60.97  0.3558   6.266  0.01129       -55.30  0.4272   4.667  0.01047       -52.69  0.4295   3.949  0.00350
        21.674     -58.27  0.3588   6.689  0.01151       -55.43  0.4271   4.705  0.01047       -52.84  0.4293   3.962  0.00351
        21.755     -55.56  0.3624   7.025  0.01184       -55.49  0.4270   4.768  0.01048       -52.99  0.4292   3.975  0.00354
        21.837     -52.81  0.3660   7.201  0.01215       -55.45  0.4271   4.852  0.01049       -53.14  0.4291   3.990  0.00356
        21.918     -50.09  0.3697   7.181  0.01243       -55.29  0.4272   4.949  0.01051       -53.28  0.4289   4.008  0.00358
        22.000     -47.43  0.3732   6.982  0.01265       -54.98  0.4275   5.045  0.01053       -53.41  0.4288   4.030  0.00360
        22.000     -47.43  0.3732   6.982  0.01265       -54.98  0.4275   5.045  0.01053       -53.41  0.4288   4.030  0.00360
        22.100     -45.07  0.3767   6.599  0.01280       -54.36  0.4280   5.143  0.01056       -53.56  0.4287   4.064  0.00363
        22.200     -43.83  0.3787   6.253  0.01295       -53.52  0.4287   5.205  0.01058       -53.68  0.4286   4.103  0.00366
        22.300     -43.36  0.3795   6.124  0.01313       -52.51  0.4296   5.229  0.01059       -53.77  0.4285   4.144  0.00369
        22.400     -43.34  0.3795   6.255  0.01337       -51.43  0.4306   5.229  0.01060       -53.81  0.4285   4.184  0.00372
        22.520     -43.67  0.3790   6.696  0.01372       -50.17  0.4316   5.232  0.01060       -53.79  0.4285   4.227  0.00375
        22.680     -44.40  0.3778   7.474  0.01425       -48.74  0.4329   5.290  0.01061       -53.63  0.4286   4.276  0.00379
        22.840     -45.30  0.3764   7.967  0.01502       -47.63  0.4339   5.426  0.01064       -53.35  0.4289   4.324  0.00384
        23.000     -46.22  0.3749   7.840  0.01562       -46.79  0.4346   5.602  0.01071       -52.99  0.4292   4.379  0.00388
        23.000     -46.22  0.3749   7.840  0.01562       -46.79  0.4346   5.602  0.01071       -52.99  0.4292   4.379  0.00388
        23.250     -47.72  0.3728   7.140  0.01586       -46.07  0.4353   5.787  0.01081       -52.35  0.4298   4.485  0.00393
        23.625     -49.93  0.3699   7.365  0.01583       -45.86  0.4355   5.852  0.01095       -51.45  0.4305   4.644  0.00400
        24.000     -52.05  0.3670   8.020  0.01599       -46.26  0.4351   5.958  0.01114       -50.77  0.4311   4.768  0.00411
        24.000     -52.05  0.3670   8.020  0.01599       -46.26  0.4351   5.958  0.01114       -50.77  0.4311   4.768  0.00411
        24.500     -54.73  0.3634   7.753  0.01607       -47.23  0.4342   6.202  0.01139       -50.31  0.4316   4.921  0.00421
        25.000     -57.32  0.3600   8.013  0.01563       -48.46  0.4331   6.327  0.01180       -50.20  0.4316   5.081  0.00434
        25.000     -57.32  0.3600   8.013  0.01563       -48.46  0.4331   6.327  0.01180       -50.20  0.4316   5.081  0.00434
        25.500     -59.82  0.3570   8.172  0.01526       -49.84  0.4319   6.461  0.01218       -50.39  0.4315   5.220  0.00447
        26.000     -62.26  0.3544   8.446  0.01479       -51.30  0.4307   6.636  0.01252       -50.79  0.4311   5.352  0.00460
        26.000     -62.26  0.3544   8.446  0.01479       -51.30  0.4307   6.636  0.01252       -50.79  0.4311   5.352  0.00460
        26.500     -64.62  0.3519   8.711  0.01439       -52.80  0.4294   6.811  0.01280       -51.36  0.4306   5.494  0.00473
        27.000     -66.92  0.3494   8.736  0.01399       -54.32  0.4280   6.987  0.01301       -52.05  0.4300   5.637  0.00488
        27.000     -66.92  0.3494   8.736  0.01399       -54.32  0.4280   6.987  0.01301       -52.05  0.4300   5.637  0.00488
        27.500     -69.17  0.3470   8.800  0.01354       -55.84  0.4267   7.107  0.01315       -52.82  0.4293   5.776  0.00503
        28.000     -71.39  0.3446   8.566  0.01309       -57.36  0.4254   7.178  0.01319       -53.67  0.4286   5.897  0.00519
        28.000     -71.39  0.3446   8.566  0.01309       -57.36  0.4254   7.178  0.01319       -53.67  0.4286   5.897  0.00519
        28.500     -73.59  0.3423   8.548  0.01256       -58.86  0.4241   7.197  0.01315       -54.56  0.4278   5.993  0.00536
        29.000     -75.79  0.3404   8.515  0.01206       -60.38  0.4231   7.214  0.01303       -55.49  0.4270   6.067  0.00553
        29.000     -75.79  0.3404   8.515  0.01206       -60.38  0.4231   7.214  0.01303       -55.49  0.4270   6.067  0.00553
        29.500     -77.95  0.3385   8.322  0.01158       -61.90  0.4220   7.224  0.01286       -56.43  0.4262   6.128  0.00570
        30.000     -80.08  0.3367   7.836  0.01111       -63.40  0.4209   7.151  0.01265       -57.39  0.4254   6.171  0.00587
        30.000     -80.08  0.3367   7.836  0.01111       -63.40  0.4209   7.151  0.01265       -57.39  0.4254   6.171  0.00587
