 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]
       5.27734   .000E+00  -.620E-17   .126E+04  -.810E-18   .000E+00   .000E+00   .000E+00   .000E+00   .338E-17   .000E+00   .000E+00   .000E+00      79
       5.35815   .000E+00  -.157E-16   .126E+04  -.208E-17   .000E+00   .000E+00   .000E+00   .000E+00   .855E-17   .000E+00   .000E+00   .000E+00      80
       5.43818   .000E+00  -.392E-16   .126E+04  -.521E-17   .000E+00   .000E+00   .000E+00   .000E+00   .211E-16   .000E+00   .000E+00   .000E+00      81
       5.51899   .000E+00  -.963E-16   .126E+04  -.130E-16   .000E+00   .000E+00   .000E+00   .000E+00   .518E-16   .000E+00   .000E+00   .000E+00      82
       5.59901   .000E+00  -.232E-15   .126E+04  -.316E-16   .000E+00   .000E+00   .000E+00   .000E+00   .124E-15   .000E+00   .000E+00   .000E+00      83
       5.67983   .000E+00  -.554E-15   .126E+04  -.764E-16   .000E+00   .000E+00   .183E-05   .000E+00   .296E-15   .000E+00   .000E+00   .000E+00      84
       5.75983   .000E+00  -.130E-14   .126E+04  -.180E-15   .000E+00   .000E+00   .191E-05   .000E+00   .688E-15   .000E+00   .000E+00   .000E+00      85
       5.84065   .000E+00  -.301E-14   .126E+04  -.423E-15   .000E+00   .000E+00   .121E-05   .000E+00   .159E-14   .000E+00   .000E+00   .000E+00      86
       5.92064   .000E+00  -.685E-14   .126E+04  -.971E-15   .000E+00   .000E+00   .608E-06   .000E+00   .360E-14   .000E+00   .000E+00   .000E+00      87
       6.00147   .000E+00  -.154E-13   .126E+04  -.222E-14   .000E+00   .000E+00   .231E-06   .000E+00   .810E-14   .000E+00   .000E+00   .000E+00      88
       6.08144   .000E+00  -.342E-13   .126E+04  -.495E-14   .000E+00   .000E+00   .434E-07   .000E+00   .178E-13   .000E+00   .000E+00   .000E+00      89
       6.16227   .000E+00  -.750E-13   .126E+04  -.110E-13   .000E+00   .000E+00   .000E+00   .000E+00   .390E-13   .000E+00   .000E+00   .000E+00      90
       6.24223   .000E+00  -.162E-12   .126E+04  -.239E-13   .000E+00   .000E+00   .000E+00   .000E+00   .835E-13   .000E+00   .000E+00   .000E+00      91
       6.32307   .000E+00  -.345E-12   .126E+04  -.519E-13   .000E+00   .000E+00   .000E+00   .000E+00   .178E-12   .000E+00   .000E+00   .000E+00      92
       6.40300   .000E+00  -.726E-12   .126E+04  -.110E-12   .000E+00   .000E+00   .000E+00   .000E+00   .372E-12   .000E+00   .000E+00   .000E+00      93
