 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Example 2 - Grass Field Problem (Hupselse Beek 1982)                  *
 *   Modified model of soil hydraulic parameters                        *
 *                                                                      *
 ************************************************************************


 Program parameters
 ==================
 Max. iterations.....................(MIT)............... 50
 No. of observations.................(NOBb)............. 176


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............      .000
 Saturated moisture content..........(WCS)............      .399
 First coefficient...................(ALPHA)..........      .030
 Second coefficeint..................(N)..............     1.600
 Saturated conductivity..............(CONDS).......... .1000E+02
 Pore conectivity factor.............(L)..............      .500


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............      .000
 Saturated moisture content..........(WCS)............      .339
 First coefficient...................(ALPHA)..........      .030
 Second coefficeint..................(N)..............     2.000
 Saturated conductivity..............(CONDS).......... .3000E+02
 Pore conectivity factor.............(L)..............      .500


 Observed Quantity 
 ==================
    Obs     Time    Quantity     Type  Position   Weight
   N           1.381240         .00066      1.37993      1.38255
   CONDS      29.181590         .22351     28.74037     29.62281
   ALPHA        .013871         .00003       .01381       .01393
   N           1.601357         .00157      1.59826      1.60445
   CONDS      44.103710         .33623     43.43996     44.76746


 Contributions to the final objective function

 Measurement Set   0:    .2220E-11
 Measurement Set   1:    .2111E-05
 Measurement Set   3:    .2602E-09
 Measurement Set   5:    .1715E-09
 Measurement Set   6:    .6334E-09


------------Observed & Fitted Quantity -----------------------------
                                               Resi-
    No     Time           Obs        Fitted    dual   Type  Position
   10     95.100         -.097        -.097     .000     0     1
   21    110.000        -2.200       -2.200     .000     0     1
   42    140.383        -7.030       -7.030     .000     0     1
   69    171.383       -11.900      -11.900     .000     0     1
   90    195.000       -16.700      -16.690    -.010     0     1
  109    221.589       -17.900      -17.919     .019     0     1
  129    236.589       -21.700      -21.701     .001     0     1
  150    262.680       -23.200      -23.158    -.042     0     1
  165    273.000       -25.400      -25.430     .030     0     1
   11     95.100         -.163        -.164     .001     0     2
   22    110.000         -.590        -.590     .000     0     2
   43    140.383        -1.100       -1.101     .001     0     2
   70    171.383        -1.300       -1.295    -.005     0     2
   91    195.000        -1.420       -1.419    -.001     0     2
  110    221.589        -1.470       -1.468    -.002     0     2
  130    236.589        -1.480       -1.480     .000     0     2
  151    262.680        -1.500       -1.498    -.002     0     2
  166    273.000        -1.500       -1.503     .003     0     2
    1     90.100       -25.338      -25.338     .000     1     1
    4     90.200       -25.609      -25.609     .000     1     1
    5     90.333       -26.033      -26.031    -.002     1     1
    6     90.500       -26.541      -26.537    -.004     1     1
    8     95.100       -40.083      -40.146     .063     1     1
   12     95.229       -40.354      -40.416     .062     1     1
   15    101.589       -27.820      -27.896     .076     1     1
   19    110.000       -50.321      -50.329     .008     1     1
   25    116.383       -65.122      -65.088    -.034     1     1
   30    122.229       -61.943      -61.936    -.007     1     1
   33    126.333       -39.881      -39.917     .036     1     1
   36    135.000       -64.602      -64.555    -.047     1     1
   40    140.383       -71.759      -71.714    -.045     1     1
   48    147.750       -84.051      -83.958    -.093     1     1
   54    156.625      -118.629     -118.499    -.130     1     1
   57    161.200      -123.817     -123.751    -.066     1     1
   61    166.100      -114.567     -114.402    -.165     1     1
   66    171.383      -103.052     -103.069     .017     1     1
   73    175.229       -93.222      -93.293     .071     1     1
   77    179.229       -86.826      -86.934     .108     1     1
   81    183.333       -99.078      -98.792    -.286     1     1
   85    188.667      -111.511     -111.436    -.075     1     1
   88    195.000      -147.668     -147.684     .016     1     1
   94    200.000      -163.398     -163.496     .098     1     1
   98    208.100      -183.229     -183.680     .451     1     1
  101    214.500      -245.239     -245.554     .315     1     1
  104    217.333      -242.781     -242.668    -.113     1     1
  107    221.589      -231.376     -231.311    -.065     1     1
  115    226.100      -249.726     -249.224    -.502     1     1
  118    228.500      -208.328     -208.261    -.067     1     1
  122    232.100      -165.730     -165.482    -.248     1     1
  126    236.589      -178.369     -178.365    -.004     1     1
