        soln	      dist_x	        time	          pH	          pe	          Si	          Na	          Al	    gibbsite	  d_gibbsite	     SiO2(a)	   d_SiO2(a)	
          51	         -50	          13	     6.49114	     12.7121	 1.9426e-003	 6.0114e-007	 1.3496e-008	 9.4350e-003	 5.3748e-010	 1.4909e-002	 2.4989e-008	
          51	         -50	          14	     6.85207	     12.3379	 1.9438e-003	 1.9889e-006	 2.2761e-008	 9.4350e-003	 6.4929e-010	 1.4909e-002	 3.1401e-008	
          51	         -50	          15	     7.26556	     11.9173	 1.9470e-003	 5.4731e-006	 5.3502e-008	 9.4350e-003	 2.5150e-010	 1.4909e-002	 1.2371e-008	
          51	         -50	          16	      7.6339	     11.5515	 1.9541e-003	 1.2905e-005	 1.2209e-007	 9.4350e-003	 8.5721e-011	 1.4909e-002	 4.2412e-009	
          51	         -50	          17	     7.94835	     11.2488	 1.9673e-003	 2.6706e-005	 2.5037e-007	 9.4350e-003	 3.1558e-011	 1.4909e-002	 1.5620e-009	
          51	         -50	          18	     8.21505	     10.9993	 1.9890e-003	 4.9473e-005	 4.6225e-007	 9.4350e-003	 1.1950e-011	 1.4909e-002	 5.8487e-010	
          51	         -50	          19	      8.4407	     10.7918	 2.0215e-003	 8.3388e-005	 7.7799e-007	 9.4350e-003	 3.2409e-012	 1.4909e-002	 1.4312e-010	
          51	         -50	          20	     8.63119	     10.6175	 2.0657e-003	 1.2964e-004	 1.2086e-006	 9.4350e-003	-2.0042e-012	 1.4909e-002	-1.3134e-010	
          51	         -50	          21	     8.79153	     10.4701	 2.1216e-003	 1.8803e-004	 1.7522e-006	 9.4350e-003	-6.1266e-012	 1.4909e-002	-3.5323e-010	
          51	         -50	          22	       8.926	     10.3447	 2.1875e-003	 2.5695e-004	 2.3938e-006	 9.4350e-003	-9.6188e-012	 1.4909e-002	-5.4396e-010	
          51	         -50	          23	     9.03829	     10.2376	 2.2608e-003	 3.3361e-004	 3.1074e-006	 9.4350e-003	-1.2286e-011	 1.4909e-002	-6.9019e-010	
          51	         -50	          24	     9.13156	     10.1457	 2.3381e-003	 4.1451e-004	 3.8605e-006	 9.4350e-003	-1.3811e-011	 1.4909e-002	-7.7338e-010	
          51	         -50	          25	     9.20858	     10.0665	 2.4161e-003	 4.9601e-004	 4.6190e-006	 9.4350e-003	-1.4054e-011	 1.4909e-002	-7.8541e-010	
          51	         -50	          26	     9.27175	     9.99782	 2.4914e-003	 5.7476e-004	 5.3520e-006	 9.4350e-003	-1.3142e-011	 1.4909e-002	-7.3341e-010	
          51	         -50	          27	     9.32318	     9.93771	 2.5615e-003	 6.4809e-004	 6.0344e-006	 9.4350e-003	-1.1410e-011	 1.4909e-002	-6.3606e-010	
          51	         -50	          28	      9.3647	     9.88454	 2.6246e-003	 7.1412e-004	 6.6488e-006	 9.4350e-003	-9.2717e-012	 1.4909e-002	-5.1644e-010	
          51	         -50	          29	     9.39793	      9.8369	 2.6798e-003	 7.7182e-004	 7.1857e-006	 9.4350e-003	-7.0993e-012	 1.4909e-002	-3.9518e-010	
          51	         -50	          30	     9.42428	     9.79357	 2.7267e-003	 8.2088e-004	 7.6422e-006	 9.4350e-003	-5.1517e-012	 1.4909e-002	-2.8662e-010	
          51	         -50	          31	     9.44496	     9.75352	 2.7656e-003	 8.6158e-004	 8.0210e-006	 9.4350e-003	-3.5608e-012	 1.4909e-002	-1.9802e-010	
          51	         -50	          32	     9.46103	     9.71583	 2.7972e-003	 8.9461e-004	 8.3282e-006	 9.4350e-003	-2.3546e-012	 1.4909e-002	-1.3090e-010	
          51	         -50	          33	     9.47338	     9.67979	 2.8223e-003	 9.2086e-004	 8.5724e-006	 9.4350e-003	-1.4953e-012	 1.4909e-002	-8.3110e-011	
          51	         -50	          34	     9.48277	      9.6448	 2.8419e-003	 9.4133e-004	 8.7629e-006	 9.4350e-003	-9.1522e-013	 1.4909e-002	-5.0858e-011	
          51	         -50	          35	     9.48983	     9.61036	 2.8569e-003	 9.5704e-004	 8.9090e-006	 9.4350e-003	-5.4153e-013	 1.4909e-002	-3.0087e-011	
          51	         -50	          36	     9.49509	      9.5761	 2.8682e-003	 9.6890e-004	 9.0193e-006	 9.4350e-003	-3.1060e-013	 1.4909e-002	-1.7255e-011	
          51	         -50	          37	     9.49896	     9.54171	 2.8766e-003	 9.7772e-004	 9.1014e-006	 9.4350e-003	-1.7315e-013	 1.4909e-002	-9.6163e-012	
          51	         -50	          38	     9.50178	     9.50704	 2.8828e-003	 9.8420e-004	 9.1617e-006	 9.4350e-003	-9.3992e-014	 1.4909e-002	-5.2190e-012	
          51	         -50	          39	     9.50381	     9.47192	 2.8873e-003	 9.8890e-004	 9.2054e-006	 9.4350e-003	-4.9775e-014	 1.4909e-002	-2.7634e-012	
          51	         -50	          40	     9.50526	     9.43634	 2.8906e-003	 9.9227e-004	 9.2368e-006	 9.4350e-003	-2.5755e-014	 1.4909e-002	-1.4297e-012	
          51	         -50	          41	     9.50629	     9.40027	 2.8928e-003	 9.9466e-004	 9.2590e-006	 9.4350e-003	-1.3040e-014	 1.4909e-002	-7.2352e-013	
          51	         -50	          42	     9.50701	     9.36369	 2.8944e-003	 9.9634e-004	 9.2746e-006	 9.4350e-003	-6.4794e-015	 1.4909e-002	-3.5821e-013	
          51	         -50	          43	     9.50751	     9.32681	 2.8956e-003	 9.9751e-004	 9.2855e-006	 9.4350e-003	-3.1448e-015	 1.4909e-002	-1.7324e-013	
          51	         -50	          44	     9.50785	     9.28992	 2.8963e-003	 9.9832e-004	 9.2930e-006	 9.4350e-003	-1.5182e-015	 1.4909e-002	-8.1386e-014	
          51	         -50	          45	     9.50809	     9.25295	 2.8969e-003	 9.9887e-004	 9.2982e-006	 9.4350e-003	-7.0487e-016	 1.4909e-002	-3.6708e-014	
          51	         -50	          46	     9.50825	     9.21663	 2.8972e-003	 9.9924e-004	 9.3017e-006	 9.4350e-003	-2.9821e-016	 1.4909e-002	-1.5236e-014	
          51	         -50	          47	     9.50836	     9.18156	 2.8975e-003	 9.9950e-004	 9.3040e-006	 9.4350e-003	-1.3555e-016	 1.4909e-002	-5.1510e-015	
          51	         -50	          48	     9.50843	     9.14837	 2.8976e-003	 9.9967e-004	 9.3056e-006	 9.4350e-003	-2.7110e-017	 1.4909e-002	-4.8799e-016	
          51	         -50	          49	     9.50848	     9.11756	 2.8977e-003	 9.9978e-004	 9.3067e-006	 9.4350e-003	 0.0000e+000	 1.4909e-002	 1.6537e-015	
          51	         -50	          50	     9.50851	     9.09098	 2.8978e-003	 9.9986e-004	 9.3074e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 2.6297e-015	
          51	         -50	          51	     9.50853	     9.06804	 2.8979e-003	 9.9991e-004	 9.3078e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.0364e-015	
          51	         -50	          52	     9.50855	      9.0517	 2.8979e-003	 9.9994e-004	 9.3081e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2533e-015	
          51	         -50	          53	     9.50856	     9.03974	 2.8979e-003	 9.9996e-004	 9.3083e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          54	     9.50856	     9.03304	 2.8979e-003	 9.9998e-004	 9.3085e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3617e-015	
          51	         -50	          55	     9.50857	     9.03064	 2.8979e-003	 9.9998e-004	 9.3085e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3617e-015	
          51	         -50	          56	     9.50857	     9.03022	 2.8979e-003	 9.9999e-004	 9.3086e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.4159e-015	
          51	         -50	          57	     9.50857	     9.02867	 2.8979e-003	 9.9999e-004	 9.3086e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3888e-015	
          51	         -50	          58	     9.50857	      9.0292	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3617e-015	
          51	         -50	          59	     9.50857	     9.02881	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3617e-015	
          51	         -50	          60	     9.50857	     9.02794	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3888e-015	
          51	         -50	          61	     9.50857	     9.02781	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3617e-015	
          51	         -50	          62	     9.50857	      9.0279	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3888e-015	
          51	         -50	          63	     9.50857	     9.02952	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3888e-015	
          51	         -50	          64	     9.50857	     9.03183	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3617e-015	
          51	         -50	          65	     9.50857	     9.03507	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3617e-015	
          51	         -50	          66	     9.50857	     9.03944	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3346e-015	
          51	         -50	          67	     9.50857	     9.04426	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2804e-015	
          51	         -50	          68	     9.50857	     9.04808	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2804e-015	
          51	         -50	          69	     9.50857	      9.0514	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          70	     9.50857	     9.05735	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          71	     9.50857	     9.05996	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3346e-015	
          51	         -50	          72	     9.50857	     9.06391	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3346e-015	
          51	         -50	          73	     9.50857	     9.06738	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3346e-015	
          51	         -50	          74	     9.50857	     9.06871	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3617e-015	
          51	         -50	          75	     9.50857	     9.07078	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3346e-015	
          51	         -50	          76	     9.50857	     9.07258	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          77	     9.50857	     9.07383	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3617e-015	
          51	         -50	          78	     9.50857	     9.07586	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          79	     9.50857	     9.07875	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          80	     9.50857	     9.08197	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2804e-015	
          51	         -50	          81	     9.50857	     9.08551	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          82	     9.50857	     9.09149	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3346e-015	
          51	         -50	          83	     9.50857	     9.09722	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          84	     9.50857	      9.1005	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          85	     9.50857	     9.09951	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3346e-015	
          51	         -50	          86	     9.50857	     9.09795	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          87	     9.50857	     9.09749	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          88	     9.50857	     9.09637	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.3075e-015	
          51	         -50	          89	     9.50857	     9.09471	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2804e-015	
          51	         -50	          90	     9.50857	     9.09339	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2804e-015	
          51	         -50	          91	     9.50857	      9.0937	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2804e-015	
          51	         -50	          92	     9.50857	     9.09237	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2804e-015	
          51	         -50	          93	     9.50857	     9.08917	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2804e-015	
          51	         -50	          94	     9.50857	     9.08472	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2533e-015	
          51	         -50	          95	     9.50857	     9.08111	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2533e-015	
          51	         -50	          96	     9.50857	     9.07864	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	          97	     9.50857	     9.07949	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	          98	     9.50857	     9.08276	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	          99	     9.50857	     9.08728	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         100	     9.50857	     9.09087	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2533e-015	
          51	         -50	         101	     9.50857	     9.09345	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         102	     9.50857	     9.09489	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         103	     9.50857	      9.0947	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         104	     9.50857	     9.09177	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         105	     9.50857	     9.08607	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         106	     9.50857	     9.08368	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         107	     9.50857	     9.08541	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         108	     9.50857	     9.08711	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         109	     9.50857	     9.08748	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         110	     9.50857	     9.08767	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2533e-015	
          51	         -50	         111	     9.50857	     9.08807	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2533e-015	
          51	         -50	         112	     9.50857	     9.08695	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         113	     9.50857	     9.08387	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         114	     9.50857	     9.08191	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         115	     9.50857	     9.08354	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         116	     9.50857	     9.08554	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         117	     9.50857	     9.08652	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         118	     9.50857	     9.08633	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         119	     9.50857	     9.08358	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         120	     9.50857	     9.07868	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         121	     9.50857	     9.07222	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2533e-015	
          51	         -50	         122	     9.50857	     9.07016	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         123	     9.50857	     9.07188	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         124	     9.50857	     9.07205	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         125	     9.50857	     9.07158	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         126	     9.50857	     9.07203	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         127	     9.50857	     9.07424	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         128	     9.50857	     9.07601	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         129	     9.50857	     9.07585	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         130	     9.50857	     9.07696	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         131	     9.50857	     9.08032	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         132	     9.50857	     9.08177	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         133	     9.50857	     9.08178	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         134	     9.50857	     9.08139	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         135	     9.50857	     9.07976	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         136	     9.50857	     9.07791	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         137	     9.50857	     9.07518	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         138	     9.50857	     9.07039	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         139	     9.50857	     9.06584	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         140	     9.50857	     9.06398	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         141	     9.50857	     9.06566	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         142	     9.50857	     9.06778	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.2261e-015	
          51	         -50	         143	     9.50857	     9.06962	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         144	     9.50857	      9.0712	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         145	     9.50857	     9.07164	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         146	     9.50857	      9.0705	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         147	     9.50857	     9.06773	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         148	     9.50857	     9.06579	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         149	     9.50857	      9.0643	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
          51	         -50	         150	     9.50857	     9.06208	 2.8979e-003	 1.0000e-003	 9.3087e-006	 9.4350e-003	 2.7110e-017	 1.4909e-002	 3.1990e-015	
