 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                   
  
 Date:   1.10.    Time:  14: 5:44
 Units: L = cm   , T = days , M = mmol 



                             Node(  9)                                 Node( 20)                                 Node( 37)                                 Node( 52)                                 Node( 77)

       time         h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc           h        theta    Temp     Conc     
         1.973     -68.653   .2748   20.000   .111E+00      -112.521   .2334   20.000   .108E-05      -113.802   .2324   20.000   .000E+00      -110.590   .2348   20.000   .000E+00      -105.230   .2387   20.000   .000E+00
         2.127     -66.699   .2773   20.000   .127E+00      -112.279   .2335   20.000   .503E-05      -114.883   .2316   20.000   .331E-29      -111.423   .2342   20.000   .000E+00      -105.644   .2384   20.000   .000E+00
         2.281     -64.957   .2796   20.000   .142E+00      -111.768   .2339   20.000   .188E-04      -115.963   .2308   20.000   .364E-28      -112.256   .2336   20.000   .000E+00      -106.058   .2381   20.000   .000E+00
         2.436     -63.356   .2817   20.000   .157E+00      -110.994   .2345   20.000   .585E-04      -117.043   .2300   20.000   .316E-27      -113.089   .2329   20.000   .000E+00      -106.473   .2378   20.000   .000E+00
         2.635     -61.481   .2842   20.000   .176E+00      -109.609   .2355   20.000   .204E-03      -118.439   .2290   20.000   .125E-25      -114.170   .2321   20.000   .000E+00      -107.012   .2374   20.000   .000E+00
         2.835     -59.794   .2864   20.000   .194E+00      -107.882   .2368   20.000   .557E-03      -119.844   .2280   20.000   .193E-24      -115.251   .2313   20.000   .000E+00      -107.551   .2370   20.000   .000E+00
         3.034     -58.341   .2889   20.000   .212E+00      -105.884   .2382   20.000   .126E-02      -121.521   .2269   20.000   .228E-23      -116.334   .2306   20.000   .000E+00      -108.091   .2366   20.000   .000E+00
         3.234     -57.001   .2911   20.000   .228E+00      -103.679   .2399   20.000   .246E-02      -123.392   .2259   20.000   .314E-22      -117.417   .2298   20.000   .000E+00      -108.631   .2362   20.000   .000E+00
         3.492     -55.560   .2935   20.000   .249E+00      -100.613   .2421   20.000   .496E-02      -125.762   .2247   20.000   .324E-20      -118.827   .2287   20.000   .000E+00      -109.330   .2357   20.000   .000E+00
         3.750     -54.271   .2957   20.000   .269E+00       -97.406   .2445   20.000   .864E-02      -128.097   .2234   20.000   .974E-19      -120.325   .2276   20.000   .000E+00      -110.030   .2352   20.000   .000E+00
         4.008     -53.140   .2976   20.000   .289E+00       -94.242   .2471   20.000   .135E-01      -130.388   .2222   20.000   .207E-17      -122.160   .2266   20.000   .000E+00      -110.730   .2347   20.000   .000E+00
         4.266     -52.116   .2993   20.000   .307E+00       -91.221   .2501   20.000   .195E-01      -132.626   .2210   20.000   .359E-16      -124.060   .2256   20.000   .000E+00      -111.431   .2342   20.000   .000E+00
         4.524     -51.198   .3009   20.000   .324E+00       -88.408   .2529   20.000   .265E-01      -134.803   .2198   20.000   .535E-15      -125.960   .2246   20.000   .000E+00      -112.132   .2336   20.000   .000E+00
         4.860     -50.114   .3027   20.000   .346E+00       -84.992   .2563   20.000   .369E-01      -137.525   .2184   20.000   .333E-13      -128.432   .2232   20.000   .000E+00      -113.045   .2330   20.000   .000E+00
         5.196     -49.143   .3043   20.000   .367E+00       -81.879   .2594   20.000   .485E-01      -140.102   .2170   20.000   .777E-12      -130.900   .2219   20.000   .000E+00      -113.960   .2323   20.000   .000E+00
         5.533     -48.269   .3058   20.000   .387E+00       -78.979   .2623   20.000   .609E-01      -142.512   .2157   20.000   .124E-10      -133.363   .2206   20.000   .000E+00      -114.876   .2316   20.000   .000E+00
         5.869     -47.478   .3071   20.000   .406E+00       -76.292   .2650   20.000   .740E-01      -144.722   .2145   20.000   .151E-09      -135.820   .2193   20.000   .000E+00      -115.799   .2309   20.000   .000E+00
         6.311     -46.584   .3090   20.000   .429E+00       -73.246   .2687   20.000   .920E-01      -147.221   .2132   20.000   .430E-08      -139.034   .2176   20.000   .000E+00      -117.038   .2300   20.000   .000E+00
         6.753     -45.805   .3106   20.000   .452E+00       -70.616   .2722   20.000   .110E+00      -149.221   .2121   20.000   .553E-07      -142.237   .2158   20.000   .000E+00      -118.330   .2291   20.000   .000E+00
         7.194     -45.139   .3120   20.000   .473E+00       -68.324   .2752   20.000   .129E+00      -150.778   .2113   20.000   .482E-06      -145.431   .2141   20.000   .000E+00      -119.713   .2281   20.000   .000E+00
         7.636     -44.548   .3132   20.000   .493E+00       -66.341   .2778   20.000   .148E+00      -151.892   .2107   20.000   .308E-05      -148.656   .2124   20.000   .000E+00      -121.229   .2271   20.000   .000E+00
         8.077     -44.030   .3143   20.000   .512E+00       -64.550   .2801   20.000   .167E+00      -152.310   .2105   20.000   .149E-04      -152.167   .2105   20.000   .288E-29      -122.814   .2263   20.000   .000E+00
         8.519     -43.562   .3153   20.000   .530E+00       -62.927   .2823   20.000   .186E+00      -151.877   .2107   20.000   .566E-04      -156.378   .2089   20.000   .254E-27      -124.394   .2254   20.000   .000E+00
         8.960     -43.146   .3161   20.000   .547E+00       -61.458   .2842   20.000   .204E+00      -150.687   .2113   20.000   .173E-03      -160.622   .2073   20.000   .722E-26      -125.961   .2246   20.000   .000E+00
         9.402     -42.762   .3169   20.000   .564E+00       -60.113   .2860   20.000   .223E+00      -148.734   .2124   20.000   .443E-03      -164.831   .2057   20.000   .265E-24      -127.517   .2237   20.000   .000E+00
         9.844     -42.419   .3176   20.000   .580E+00       -58.936   .2879   20.000   .241E+00      -146.117   .2138   20.000   .971E-03      -168.999   .2040   20.000   .554E-23      -129.062   .2229   20.000   .000E+00
        10.285     -42.102   .3183   20.000   .595E+00       -57.859   .2897   20.000   .258E+00      -143.043   .2154   20.000   .188E-02      -173.126   .2025   20.000   .118E-21      -130.594   .2221   20.000   .000E+00
        10.857     -41.736   .3191   20.000   .614E+00       -56.676   .2917   20.000   .281E+00      -138.642   .2178   20.000   .378E-02      -178.399   .2004   20.000   .153E-19      -132.559   .2210   20.000   .000E+00
        11.428     -41.406   .3197   20.000   .632E+00       -55.624   .2934   20.000   .303E+00      -133.851   .2203   20.000   .665E-02      -183.599   .1984   20.000   .591E-18      -134.509   .2200   20.000   .000E+00
        12.000     -41.107   .3204   20.000   .649E+00       -54.710   .2950   20.000   .325E+00      -128.998   .2229   20.000   .106E-01      -188.747   .1964   20.000   .129E-16      -136.448   .2189   20.000   .000E+00
        12.571     -40.837   .3209   20.000   .665E+00       -53.882   .2964   20.000   .346E+00      -124.044   .2256   20.000   .155E-01      -194.577   .1945   20.000   .659E-15      -138.385   .2179   20.000   .000E+00
        13.142     -40.588   .3214   20.000   .680E+00       -53.146   .2976   20.000   .366E+00      -119.307   .2284   20.000   .216E-01      -201.071   .1927   20.000   .165E-13      -140.332   .2169   20.000   .000E+00
        13.714     -40.362   .3219   20.000   .695E+00       -52.469   .2987   20.000   .386E+00      -114.965   .2316   20.000   .285E-01      -207.303   .1910   20.000   .380E-12      -142.304   .2158   20.000   .000E+00
        14.285     -40.155   .3223   20.000   .710E+00       -51.859   .2997   20.000   .405E+00      -110.944   .2345   20.000   .363E-01      -213.255   .1894   20.000   .887E-11      -144.314   .2147   20.000   .000E+00
        14.857     -39.963   .3227   20.000   .723E+00       -51.294   .3007   20.000   .424E+00      -107.306   .2372   20.000   .449E-01      -218.889   .1878   20.000   .198E-09      -146.384   .2136   20.000   .000E+00
        15.428     -39.787   .3231   20.000   .736E+00       -50.781   .3016   20.000   .443E+00      -103.917   .2397   20.000   .541E-01      -224.155   .1864   20.000   .282E-08      -148.535   .2125   20.000   .000E+00
        16.000     -39.623   .3234   20.000   .749E+00       -50.306   .3024   20.000   .461E+00      -100.802   .2420   20.000   .639E-01      -228.981   .1851   20.000   .265E-07      -150.794   .2112   20.000   .000E+00
        16.800     -39.416   .3239   20.000   .766E+00       -49.704   .3034   20.000   .486E+00       -96.772   .2450   20.000   .786E-01      -234.694   .1835   20.000   .485E-06      -154.093   .2098   20.000   .000E+00
        17.600     -39.230   .3243   20.000   .782E+00       -49.160   .3043   20.000   .510E+00       -93.249   .2481   20.000   .941E-01      -239.079   .1823   20.000   .412E-05      -157.426   .2085   20.000   .000E+00
        18.400     -39.061   .3246   20.000   .797E+00       -48.672   .3051   20.000   .533E+00       -90.128   .2512   20.000   .110E+00      -242.635   .1814   20.000   .238E-04      -160.703   .2072   20.000   .000E+00
        19.200     -38.908   .3249   20.000   .811E+00       -48.222   .3059   20.000   .555E+00       -87.540   .2538   20.000   .127E+00      -244.504   .1810   20.000   .997E-04      -163.932   .2060   20.000   .000E+00
        20.000     -38.767   .3252   20.000   .825E+00       -47.814   .3065   20.000   .577E+00       -85.157   .2562   20.000   .144E+00      -244.005   .1811   20.000   .321E-03      -167.132   .2048   20.000   .000E+00
        20.741     -38.647   .3255   20.000   .837E+00       -47.469   .3071   20.000   .597E+00       -83.211   .2581   20.000   .160E+00      -241.636   .1816   20.000   .777E-03      -170.086   .2036   20.000   .767E-29
        21.481     -38.536   .3257   20.000   .849E+00       -47.159   .3078   20.000   .616E+00       -81.395   .2599   20.000   .177E+00      -237.777   .1826   20.000   .162E-02      -173.035   .2025   20.000   .784E-28
        22.222     -38.435   .3259   20.000   .860E+00       -46.873   .3084   20.000   .634E+00       -79.760   .2615   20.000   .193E+00      -232.355   .1841   20.000   .300E-02      -176.006   .2013   20.000   .682E-27
        22.963     -38.340   .3261   20.000   .871E+00       -46.608   .3089   20.000   .652E+00       -78.220   .2630   20.000   .210E+00      -225.688   .1860   20.000   .501E-02      -179.022   .2002   20.000   .523E-26
        23.704     -38.252   .3263   20.000   .881E+00       -46.368   .3094   20.000   .670E+00       -76.820   .2644   20.000   .227E+00      -218.432   .1880   20.000   .771E-02      -182.091   .1990   20.000   .354E-25
        24.444     -38.170   .3265   20.000   .891E+00       -46.154   .3099   20.000   .687E+00       -75.523   .2658   20.000   .244E+00      -211.021   .1900   20.000   .111E-01      -185.212   .1978   20.000   .215E-24
        25.185     -38.094   .3266   20.000   .900E+00       -45.954   .3103   20.000   .703E+00       -74.375   .2673   20.000   .261E+00      -203.178   .1921   20.000   .153E-01      -188.508   .1965   20.000   .118E-23
        25.926     -38.023   .3268   20.000   .909E+00       -45.767   .3107   20.000   .719E+00       -73.304   .2687   20.000   .278E+00      -195.235   .1943   20.000   .201E-01      -191.812   .1953   20.000   .600E-23
        26.667     -37.956   .3269   20.000   .918E+00       -45.592   .3110   20.000   .735E+00       -72.326   .2699   20.000   .294E+00      -188.064   .1967   20.000   .256E-01      -195.370   .1943   20.000   .287E-22
        27.407     -37.894   .3270   20.000   .927E+00       -45.437   .3114   20.000   .750E+00       -71.471   .2711   20.000   .311E+00      -181.276   .1993   20.000   .317E-01      -198.780   .1933   20.000   .134E-21
        28.148     -37.836   .3272   20.000   .935E+00       -45.291   .3117   20.000   .765E+00       -70.670   .2721   20.000   .328E+00      -174.480   .2019   20.000   .383E-01      -202.214   .1924   20.000   .611E-21
        28.989     -37.774   .3273   20.000   .944E+00       -45.137   .3120   20.000   .782E+00       -69.825   .2732   20.000   .347E+00      -168.004   .2044   20.000   .465E-01      -206.018   .1914   20.000   .366E-20
        29.831     -37.718   .3274   20.000   .952E+00       -44.994   .3123   20.000   .797E+00       -69.074   .2742   20.000   .366E+00      -161.694   .2069   20.000   .553E-01      -209.819   .1903   20.000   .203E-19
        30.672     -37.664   .3275   20.000   .960E+00       -44.860   .3126   20.000   .813E+00       -68.369   .2751   20.000   .385E+00      -155.700   .2092   20.000   .646E-01      -213.577   .1893   20.000   .102E-18
        31.514     -37.615   .3276   20.000   .968E+00       -44.738   .3128   20.000   .828E+00       -67.715   .2760   20.000   .404E+00      -150.505   .2114   20.000   .745E-01      -217.356   .1882   20.000   .470E-18
        32.356     -37.569   .3277   20.000   .976E+00       -44.625   .3130   20.000   .843E+00       -67.124   .2768   20.000   .423E+00      -145.808   .2139   20.000   .847E-01      -221.107   .1872   20.000   .197E-17
        33.198     -37.527   .3279   20.000   .983E+00       -44.521   .3133   20.000   .857E+00       -66.560   .2775   20.000   .441E+00      -141.349   .2163   20.000   .955E-01      -224.970   .1862   20.000   .772E-17
        34.040     -37.488   .3279   20.000   .990E+00       -44.422   .3135   20.000   .870E+00       -66.026   .2782   20.000   .460E+00      -137.520   .2184   20.000   .107E+00      -228.787   .1851   20.000   .285E-16
        34.882     -37.450   .3280   20.000   .997E+00       -44.327   .3137   20.000   .884E+00       -65.548   .2788   20.000   .479E+00      -133.992   .2203   20.000   .118E+00      -232.765   .1840   20.000   .100E-15
        35.725     -37.415   .3281   20.000   .100E+01       -44.239   .3139   20.000   .897E+00       -65.093   .2794   20.000   .497E+00      -130.638   .2221   20.000   .130E+00      -236.846   .1829   20.000   .340E-15
        36.567     -37.382   .3282   20.000   .101E+01       -44.158   .3140   20.000   .909E+00       -64.658   .2800   20.000   .516E+00      -127.630   .2237   20.000   .142E+00      -240.870   .1818   20.000   .111E-14
        37.409     -37.351   .3283   20.000   .102E+01       -44.082   .3142   20.000   .922E+00       -64.248   .2805   20.000   .534E+00      -124.786   .2252   20.000   .154E+00      -245.164   .1809   20.000   .347E-14
        38.252     -37.322   .3284   20.000   .102E+01       -44.012   .3143   20.000   .934E+00       -63.872   .2810   20.000   .552E+00      -122.069   .2267   20.000   .167E+00      -249.434   .1800   20.000   .104E-13
        39.095     -37.294   .3284   20.000   .103E+01       -43.945   .3145   20.000   .945E+00       -63.515   .2815   20.000   .571E+00      -119.668   .2281   20.000   .179E+00      -253.583   .1792   20.000   .295E-13
        39.547     -37.280   .3285   20.000   .103E+01       -43.910   .3145   20.000   .951E+00       -63.329   .2817   20.000   .580E+00      -118.514   .2290   20.000   .186E+00      -255.825   .1788   20.000   .493E-13
        40.000     -37.266   .3285   20.000   .103E+01       -43.876   .3146   20.000   .958E+00       -63.146   .2820   20.000   .590E+00      -117.341   .2298   20.000   .193E+00      -258.092   .1784   20.000   .819E-13
        40.833     -37.242   .3286   20.000   .104E+01       -43.817   .3147   20.000   .968E+00       -62.823   .2824   20.000   .608E+00      -115.283   .2313   20.000   .206E+00      -262.202   .1776   20.000   .211E-12
        41.667     -37.219   .3286   20.000   .104E+01       -43.761   .3148   20.000   .979E+00       -62.524   .2828   20.000   .626E+00      -113.347   .2327   20.000   .219E+00      -266.161   .1768   20.000   .523E-12
        42.500     -37.197   .3287   20.000   .105E+01       -43.707   .3150   20.000   .989E+00       -62.241   .2832   20.000   .643E+00      -111.724   .2339   20.000   .233E+00      -270.157   .1760   20.000   .126E-11
        43.333     -37.176   .3287   20.000   .105E+01       -43.656   .3151   20.000   .999E+00       -61.973   .2835   20.000   .661E+00      -110.184   .2351   20.000   .246E+00      -274.192   .1752   20.000   .298E-11
        44.167     -37.156   .3288   20.000   .106E+01       -43.608   .3152   20.000   .101E+01       -61.719   .2838   20.000   .678E+00      -108.676   .2362   20.000   .260E+00      -278.177   .1745   20.000   .695E-11
        45.000     -37.137   .3288   20.000   .106E+01       -43.563   .3153   20.000   .102E+01       -61.472   .2842   20.000   .695E+00      -107.255   .2372   20.000   .273E+00      -282.035   .1737   20.000   .159E-10
        45.833     -37.119   .3289   20.000   .107E+01       -43.520   .3153   20.000   .103E+01       -61.236   .2845   20.000   .713E+00      -106.019   .2381   20.000   .287E+00      -286.055   .1729   20.000   .361E-10
        46.667     -37.103   .3289   20.000   .107E+01       -43.480   .3154   20.000   .104E+01       -61.013   .2848   20.000   .730E+00      -104.822   .2390   20.000   .301E+00      -290.212   .1721   20.000   .806E-10
        47.500     -37.088   .3289   20.000   .108E+01       -43.442   .3155   20.000   .105E+01       -60.801   .2850   20.000   .746E+00      -103.647   .2399   20.000   .315E+00      -294.292   .1713   20.000   .175E-09
        48.333     -37.073   .3290   20.000   .108E+01       -43.405   .3156   20.000   .105E+01       -60.599   .2853   20.000   .763E+00      -102.523   .2407   20.000   .330E+00      -298.280   .1705   20.000   .371E-09
        49.167     -37.060   .3290   20.000   .108E+01       -43.370   .3157   20.000   .106E+01       -60.405   .2856   20.000   .779E+00      -101.495   .2415   20.000   .344E+00      -302.258   .1698   20.000   .765E-09
        50.000     -37.047   .3290   20.000   .109E+01       -43.337   .3157   20.000   .107E+01       -60.217   .2858   20.000   .796E+00      -100.539   .2422   20.000   .358E+00      -306.319   .1690   20.000   .154E-08
        50.833     -37.034   .3291   20.000   .109E+01       -43.304   .3158   20.000   .108E+01       -60.041   .2860   20.000   .812E+00       -99.604   .2429   20.000   .373E+00      -310.685   .1684   20.000   .302E-08
        51.667     -37.022   .3291   20.000   .110E+01       -43.273   .3159   20.000   .109E+01       -59.877   .2863   20.000   .828E+00       -98.690   .2435   20.000   .387E+00      -314.765   .1679   20.000   .579E-08
        52.500     -37.010   .3291   20.000   .110E+01       -43.243   .3159   20.000   .110E+01       -59.722   .2865   20.000   .843E+00       -97.809   .2442   20.000   .402E+00      -318.663   .1674   20.000   .109E-07
        53.333     -36.999   .3292   20.000   .110E+01       -43.215   .3160   20.000   .110E+01       -59.573   .2868   20.000   .859E+00       -96.994   .2448   20.000   .417E+00      -322.620   .1668   20.000   .200E-07
        54.167     -36.988   .3292   20.000   .111E+01       -43.188   .3160   20.000   .111E+01       -59.429   .2870   20.000   .874E+00       -96.224   .2454   20.000   .432E+00      -326.587   .1663   20.000   .361E-07
        55.000     -36.978   .3292   20.000   .111E+01       -43.162   .3161   20.000   .112E+01       -59.290   .2873   20.000   .890E+00       -95.487   .2459   20.000   .447E+00      -330.519   .1657   20.000   .643E-07
        55.833     -36.968   .3292   20.000   .111E+01       -43.136   .3161   20.000   .112E+01       -59.155   .2875   20.000   .905E+00       -94.813   .2466   20.000   .462E+00      -334.378   .1652   20.000   .113E-06
        56.667     -36.958   .3293   20.000   .112E+01       -43.113   .3162   20.000   .113E+01       -59.028   .2877   20.000   .920E+00       -94.152   .2472   20.000   .478E+00      -338.115   .1647   20.000   .194E-06
        57.500     -36.950   .3293   20.000   .112E+01       -43.090   .3162   20.000   .114E+01       -58.907   .2879   20.000   .934E+00       -93.519   .2478   20.000   .493E+00      -341.634   .1642   20.000   .326E-06
        58.333     -36.941   .3293   20.000   .112E+01       -43.069   .3163   20.000   .114E+01       -58.790   .2881   20.000   .949E+00       -92.923   .2484   20.000   .509E+00      -344.921   .1638   20.000   .538E-06
        59.167     -36.933   .3293   20.000   .112E+01       -43.048   .3163   20.000   .115E+01       -58.678   .2883   20.000   .963E+00       -92.350   .2490   20.000   .524E+00      -348.107   .1633   20.000   .874E-06
        60.000     -36.925   .3293   20.000   .113E+01       -43.028   .3164   20.000   .116E+01       -58.570   .2885   20.000   .978E+00       -91.797   .2496   20.000   .540E+00      -351.452   .1629   20.000   .140E-05
        60.833     -36.917   .3294   20.000   .113E+01       -43.009   .3164   20.000   .116E+01       -58.469   .2887   20.000   .992E+00       -91.282   .2501   20.000   .556E+00      -354.690   .1624   20.000   .221E-05
        61.667     -36.910   .3294   20.000   .113E+01       -42.991   .3164   20.000   .117E+01       -58.373   .2888   20.000   .101E+01       -90.809   .2505   20.000   .572E+00      -357.761   .1620   20.000   .343E-05
        62.500     -36.903   .3294   20.000   .114E+01       -42.973   .3165   20.000   .118E+01       -58.281   .2890   20.000   .102E+01       -90.358   .2510   20.000   .588E+00      -360.632   .1616   20.000   .523E-05
        63.333     -36.896   .3294   20.000   .114E+01       -42.956   .3165   20.000   .118E+01       -58.192   .2891   20.000   .103E+01       -89.930   .2514   20.000   .605E+00      -363.248   .1613   20.000   .787E-05
        64.167     -36.889   .3294   20.000   .114E+01       -42.939   .3166   20.000   .119E+01       -58.107   .2893   20.000   .105E+01       -89.507   .2518   20.000   .621E+00      -365.658   .1609   20.000   .117E-04
        65.000     -36.883   .3294   20.000   .114E+01       -42.924   .3166   20.000   .119E+01       -58.025   .2894   20.000   .106E+01       -89.095   .2522   20.000   .637E+00      -367.762   .1606   20.000   .169E-04
        65.833     -36.877   .3295   20.000   .115E+01       -42.908   .3166   20.000   .120E+01       -57.947   .2895   20.000   .107E+01       -88.694   .2526   20.000   .654E+00      -369.554   .1604   20.000   .240E-04
        66.667     -36.871   .3295   20.000   .115E+01       -42.893   .3166   20.000   .120E+01       -57.871   .2897   20.000   .109E+01       -88.304   .2530   20.000   .670E+00      -371.026   .1602   20.000   .336E-04
        67.500     -36.865   .3295   20.000   .115E+01       -42.879   .3167   20.000   .121E+01       -57.796   .2898   20.000   .110E+01       -87.947   .2534   20.000   .687E+00      -372.174   .1600   20.000   .468E-04
        68.333     -36.860   .3295   20.000   .115E+01       -42.865   .3167   20.000   .121E+01       -57.725   .2899   20.000   .111E+01       -87.611   .2537   20.000   .703E+00      -372.950   .1599   20.000   .648E-04
        69.167     -36.854   .3295   20.000   .115E+01       -42.852   .3167   20.000   .122E+01       -57.655   .2900   20.000   .112E+01       -87.287   .2540   20.000   .720E+00      -373.272   .1599   20.000   .882E-04
        70.000     -36.849   .3295   20.000   .116E+01       -42.838   .3168   20.000   .122E+01       -57.587   .2901   20.000   .114E+01       -86.972   .2543   20.000   .737E+00      -373.071   .1599   20.000   .118E-03
        70.833     -36.844   .3295   20.000   .116E+01       -42.826   .3168   20.000   .123E+01       -57.522   .2902   20.000   .115E+01       -86.667   .2547   20.000   .753E+00      -372.296   .1600   20.000   .156E-03
        71.667     -36.839   .3296   20.000   .116E+01       -42.813   .3168   20.000   .123E+01       -57.458   .2904   20.000   .116E+01       -86.372   .2549   20.000   .770E+00      -370.860   .1602   20.000   .206E-03
        72.500     -36.834   .3296   20.000   .116E+01       -42.801   .3168   20.000   .124E+01       -57.395   .2905   20.000   .117E+01       -86.080   .2552   20.000   .787E+00      -368.851   .1605   20.000   .269E-03
        73.333     -36.829   .3296   20.000   .116E+01       -42.789   .3169   20.000   .124E+01       -57.336   .2906   20.000   .118E+01       -85.789   .2555   20.000   .803E+00      -366.234   .1609   20.000   .347E-03
        74.167     -36.825   .3296   20.000   .117E+01       -42.778   .3169   20.000   .125E+01       -57.281   .2906   20.000   .119E+01       -85.508   .2558   20.000   .820E+00      -362.920   .1613   20.000   .437E-03
        75.000     -36.820   .3296   20.000   .117E+01       -42.766   .3169   20.000   .125E+01       -57.228   .2907   20.000   .121E+01       -85.250   .2561   20.000   .836E+00      -359.600   .1618   20.000   .543E-03
        75.833     -36.816   .3296   20.000   .117E+01       -42.756   .3169   20.000   .125E+01       -57.176   .2908   20.000   .122E+01       -84.999   .2563   20.000   .853E+00      -355.893   .1623   20.000   .684E-03
        76.667     -36.812   .3296   20.000   .117E+01       -42.745   .3170   20.000   .126E+01       -57.126   .2909   20.000   .123E+01       -84.757   .2566   20.000   .870E+00      -351.761   .1628   20.000   .879E-03
        77.500     -36.808   .3296   20.000   .117E+01       -42.735   .3170   20.000   .126E+01       -57.078   .2910   20.000   .124E+01       -84.521   .2568   20.000   .886E+00      -347.021   .1635   20.000   .113E-02
        78.333     -36.804   .3296   20.000   .118E+01       -42.725   .3170   20.000   .127E+01       -57.031   .2911   20.000   .125E+01       -84.289   .2570   20.000   .903E+00      -341.728   .1642   20.000   .144E-02
        79.167     -36.800   .3297   20.000   .118E+01       -42.716   .3170   20.000   .127E+01       -56.985   .2911   20.000   .126E+01       -84.059   .2572   20.000   .919E+00      -336.014   .1650   20.000   .178E-02
        80.000     -36.796   .3297   20.000   .118E+01       -42.707   .3170   20.000   .127E+01       -56.939   .2912   20.000   .127E+01       -83.833   .2575   20.000   .936E+00      -329.940   .1658   20.000   .217E-02
