 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  16. 4.    Time:  19:43:53
 Units: L = cm   , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]
     644.9400  0.00000E+00  0.00000E+00  0.37726E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.54491E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.67685E-07    512  0.00000E+00      0.000
     647.7282  0.00000E+00  0.00000E+00 -0.65738E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.55673E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.67685E-07    513  0.00000E+00      0.000
     650.5163  0.00000E+00  0.00000E+00 -0.16880E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.56486E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.67685E-07    514  0.00000E+00      0.000
     652.4680  0.00000E+00  0.00000E+00 -0.36380E-10  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.57038E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.67685E-07    515  0.00000E+00      0.000
     654.4197  0.00000E+00  0.00000E+00 -0.18917E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.57607E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.67685E-07    516  0.00000E+00      0.000
     656.9569  0.00000E+00  0.00000E+00 -0.31141E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.58353E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.67685E-07    517  0.00000E+00      0.000
     660.2553  0.00000E+00  0.00000E+00  0.40382E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.59309E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.69017E-07    518  0.00000E+00      0.000
     663.5537  0.00000E+00  0.00000E+00 -0.46166E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.60240E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.69017E-07    519  0.00000E+00      0.000
     666.8520  0.00000E+00  0.00000E+00 -0.26739E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.61140E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.69017E-07    520  0.00000E+00      0.000
     671.1668  0.00000E+00  0.00000E+00 -0.27285E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.62257E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.69017E-07    521  0.00000E+00      0.000
     675.4816  0.00000E+00  0.00000E+00  0.77853E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.63306E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.72376E-07    522  0.00000E+00      0.000
     679.7964  0.00000E+00  0.00000E+00  0.21373E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.64278E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.81598E-07    523  0.00000E+00      0.000
     684.1112  0.00000E+00  0.00000E+00 -0.72014E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.65153E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.81598E-07    524  0.00000E+00      0.000
     689.2890  0.00000E+00  0.00000E+00 -0.59008E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.65970E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.81598E-07    525  0.00000E+00      0.000
     693.4312  0.00000E+00  0.00000E+00 -0.45948E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.66487E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.81598E-07    526  0.00000E+00      0.000
     697.5734  0.00000E+00  0.00000E+00  0.63810E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.67027E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.10803E-06    527  0.00000E+00      0.000
     701.7156  0.00000E+00  0.00000E+00 -0.76543E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.67578E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.10803E-06    528  0.00000E+00      0.000
     705.8578  0.00000E+00  0.00000E+00 -0.48312E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.68130E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.10803E-06    529  0.00000E+00      0.000
     710.0000  0.00000E+00  0.00000E+00 -0.52642E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.68678E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.10803E-06    530  0.00000E+00      0.000
     713.9020  0.00000E+00  0.00000E+00 -0.28776E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.69188E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.10803E-06    531  0.00000E+00      0.000
     717.8039  0.00000E+00  0.00000E+00  0.24011E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.69691E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.11740E-06    532  0.00000E+00      0.000
     722.8765  0.00000E+00  0.00000E+00  0.35307E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.70330E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.13531E-06    533  0.00000E+00      0.000
     727.9491  0.00000E+00  0.00000E+00 -0.31851E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.70953E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.13531E-06    534  0.00000E+00      0.000
     733.0216  0.00000E+00  0.00000E+00  0.13515E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.71559E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.14216E-06    535  0.00000E+00      0.000
     738.0942  0.00000E+00  0.00000E+00 -0.74015E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.72147E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.14216E-06    536  0.00000E+00      0.000
     743.1667  0.00000E+00  0.00000E+00  0.51950E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.72718E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.16852E-06    537  0.00000E+00      0.000
     748.2393  0.00000E+00  0.00000E+00 -0.47767E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.73272E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.16852E-06    538  0.00000E+00      0.000
     753.3118  0.00000E+00  0.00000E+00  0.42692E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.73806E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19017E-06    539  0.00000E+00      0.000
     759.9062  0.00000E+00  0.00000E+00 -0.42564E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.74470E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19017E-06    540  0.00000E+00      0.000
     768.6679  0.00000E+00  0.00000E+00 -0.15698E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.75299E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19017E-06    541  0.00000E+00      0.000
     777.4296  0.00000E+00  0.00000E+00 -0.82036E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.76069E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19017E-06    542  0.00000E+00      0.000
     786.1914  0.00000E+00  0.00000E+00 -0.65629E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.76771E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19017E-06    543  0.00000E+00      0.000
     794.9531  0.00000E+00  0.00000E+00 -0.27749E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.77376E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19017E-06    544  0.00000E+00      0.000
     803.7148  0.00000E+00  0.00000E+00 -0.61700E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.77811E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19017E-06    545  0.00000E+00      0.000
     810.2861  0.00000E+00  0.00000E+00  0.54115E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.78146E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22573E-06    546  0.00000E+00      0.000
     816.8574  0.00000E+00  0.00000E+00 -0.14115E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.78489E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22573E-06    547  0.00000E+00      0.000
     823.4287  0.00000E+00  0.00000E+00  0.29286E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.78834E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.22766E-06    548  0.00000E+00      0.000
     830.0000  0.00000E+00  0.00000E+00  0.45839E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.79180E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.25778E-06    549  0.00000E+00      0.000
     836.0008  0.00000E+00  0.00000E+00  0.32305E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.79495E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27716E-06    550  0.00000E+00      0.000
     842.0017  0.00000E+00  0.00000E+00 -0.30705E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.79807E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27716E-06    551  0.00000E+00      0.000
     848.0025  0.00000E+00  0.00000E+00 -0.86111E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.80116E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27716E-06    552  0.00000E+00      0.000
     855.8036  0.00000E+00  0.00000E+00 -0.63719E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.80513E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27716E-06    553  0.00000E+00      0.000
     863.6047  0.00000E+00  0.00000E+00 -0.98244E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.80903E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.27716E-06    554  0.00000E+00      0.000
     871.4058  0.00000E+00  0.00000E+00  0.50204E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.81286E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.28108E-06    555  0.00000E+00      0.000
     881.5472  0.00000E+00  0.00000E+00  0.98771E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.81773E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.38125E-06    556  0.00000E+00      0.000
     891.6886  0.00000E+00  0.00000E+00  0.82837E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.82248E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.46526E-06    557  0.00000E+00      0.000
     901.8300  0.00000E+00  0.00000E+00  0.14415E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.82712E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.47988E-06    558  0.00000E+00      0.000
     911.9714  0.00000E+00  0.00000E+00  0.12165E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.83164E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.60325E-06    559  0.00000E+00      0.000
     922.1128  0.00000E+00  0.00000E+00 -0.54524E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.83604E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.60325E-06    560  0.00000E+00      0.000
     932.2542  0.00000E+00  0.00000E+00  0.69867E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.84033E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.67411E-06    561  0.00000E+00      0.000
     942.3957  0.00000E+00  0.00000E+00 -0.57598E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.84451E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.67411E-06    562  0.00000E+00      0.000
     952.5371  0.00000E+00  0.00000E+00  0.49768E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.84858E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.72458E-06    563  0.00000E+00      0.000
     962.6785  0.00000E+00  0.00000E+00 -0.53597E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.85255E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.72458E-06    564  0.00000E+00      0.000
     975.8623  0.00000E+00  0.00000E+00  0.10778E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.85753E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.86668E-06    565  0.00000E+00      0.000
     985.0910  0.00000E+00  0.00000E+00  0.66048E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.86094E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.92763E-06    566  0.00000E+00      0.000
     994.3197  0.00000E+00  0.00000E+00  0.40409E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.86426E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.96492E-06    567  0.00000E+00      0.000
    1006.3170  0.00000E+00  0.00000E+00  0.12103E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.86846E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.11101E-05    568  0.00000E+00      0.000
    1018.3143  0.00000E+00  0.00000E+00 -0.91131E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.87252E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.11101E-05    569  0.00000E+00      0.000
    1030.3116  0.00000E+00  0.00000E+00  0.12087E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.87646E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.12551E-05    570  0.00000E+00      0.000
    1042.3089  0.00000E+00  0.00000E+00  0.39245E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.88027E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.13022E-05    571  0.00000E+00      0.000
    1054.3061  0.00000E+00  0.00000E+00 -0.68039E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.88397E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.13022E-05    572  0.00000E+00      0.000
    1066.3034  0.00000E+00  0.00000E+00  0.26039E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.88755E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.13335E-05    573  0.00000E+00      0.000
    1078.3007  0.00000E+00  0.00000E+00  0.83974E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.89101E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.14342E-05    574  0.00000E+00      0.000
    1090.2980  0.00000E+00  0.00000E+00  0.52260E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.89435E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.14969E-05    575  0.00000E+00      0.000
    1102.2953  0.00000E+00  0.00000E+00  0.69376E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.89756E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.15801E-05    576  0.00000E+00      0.000
    1114.2926  0.00000E+00  0.00000E+00 -0.30141E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.90065E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.15801E-05    577  0.00000E+00      0.000
    1129.8891  0.00000E+00  0.00000E+00 -0.87930E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.90445E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.15801E-05    578  0.00000E+00      0.000
    1140.8066  0.00000E+00  0.00000E+00  0.95697E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.90697E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.16846E-05    579  0.00000E+00      0.000
    1151.7241  0.00000E+00  0.00000E+00  0.50622E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.90931E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.17399E-05    580  0.00000E+00      0.000
    1162.6417  0.00000E+00  0.00000E+00  0.67121E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.91133E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.17472E-05    581  0.00000E+00      0.000
    1173.5592  0.00000E+00  0.00000E+00 -0.41173E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.91296E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.17472E-05    582  0.00000E+00      0.000
    1187.7520  0.00000E+00  0.00000E+00  0.90677E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.91519E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.18759E-05    583  0.00000E+00      0.000
    1201.9448  0.00000E+00  0.00000E+00 -0.65002E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.91749E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.18759E-05    584  0.00000E+00      0.000
    1216.1376  0.00000E+00  0.00000E+00  0.80854E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.91980E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.18874E-05    585  0.00000E+00      0.000
    1234.5882  0.00000E+00  0.00000E+00  0.60918E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.92281E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19998E-05    586  0.00000E+00      0.000
    1253.0389  0.00000E+00  0.00000E+00 -0.60936E-10  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.92580E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.19998E-05    587  0.00000E+00      0.000
    1265.9543  0.00000E+00  0.00000E+00  0.27294E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.92787E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20350E-05    588  0.00000E+00      0.000
    1278.8697  0.00000E+00  0.00000E+00 -0.31032E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.92993E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20350E-05    589  0.00000E+00      0.000
    1291.7852  0.00000E+00  0.00000E+00 -0.76211E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.93197E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20350E-05    590  0.00000E+00      0.000
    1304.7006  0.00000E+00  0.00000E+00 -0.77016E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.93399E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20350E-05    591  0.00000E+00      0.000
    1322.6005  0.00000E+00  0.00000E+00  0.33715E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82853E+01  0.00000E+00  0.00000E+00 -0.93674E+01  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.94239E+01  0.82853E+01  0.20954E-05    592  0.00000E+00      0.000
